year,tournament_id,tier,champion_name,champion_ids,champion_real_count,champion_ovr_avg,classification,main_draw_size,simulated_entrants,incomplete
2026,tournament-2026-par-pla-w04-1,Platinum,"Samuel Fernández & Pablo Ramos",athleteprofile-1767226946153-ebzef3|athleteprofile-1767226989153-ukg08z,0,77,100%_bots,32,26,true
2027,tournament-2027-mon-pla-w16-2,Platinum,"Arturo Coello & Agustín Tapia",real_arturo_coello|real_agustin_tapia,2,96.5,100%_reais,32,32,false
2027,tournament-2027-lis-bro-w17-1,Bronze,"Eduardo Agustín Torre & Facundo Domínguez",real_eduardo_agustin_torre|real_facundo_dominguez,2,79.5,100%_reais,16,16,false
2027,tournament-2027-mum-sil-w17-2,Silver,"Víctor Mena & David Gala",real_victor_mena|real_david_gala,2,81,100%_reais,16,16,false
2027,tournament-2027-par-mas-w17-3,Masters,"Arturo Coello & Agustín Tapia",real_arturo_coello|real_agustin_tapia,2,97,100%_reais,24,24,false
2027,tournament-2027-mia-eli-w17-4,Elite,"Arturo Coello & Agustín Tapia",real_arturo_coello|real_agustin_tapia,2,97,100%_reais,20,20,false
2027,tournament-2027-sto-gol-w18-1,Gold,"Alejandro Galán & Federico Chingotto",real_alejandro_galan|real_federico_chingotto,2,95,100%_reais,24,24,false
2027,tournament-2027-bog-cro-w18-2,Crown,"Alejandro Galán & Federico Chingotto",real_alejandro_galan|real_federico_chingotto,2,95,100%_reais,20,20,false
2027,tournament-2027-tok-bro-w19-1,Bronze,"Thiago Torres & Bruno Romero",athleteprofile-1767226932153-jx339a|athleteprofile-1767226973153-w3ncf9,0,80,100%_bots,16,16,false
2027,tournament-2027-dub-mas-w19-3,Masters,"Alejandro Galán & Federico Chingotto",real_alejandro_galan|real_federico_chingotto,2,95,100%_reais,24,24,false
2027,tournament-2027-sha-pla-w19-2,Platinum,"Arturo Coello & Agustín Tapia",real_arturo_coello|real_agustin_tapia,2,97,100%_reais,32,32,false
2027,tournament-2027-tor-sil-w20-1,Silver,"Franco Costa & Thiago Acosta",athleteprofile-1767226980153-j7cyxx|athleteprofile-1767226869153-0qak34,0,81,100%_bots,16,16,false
2027,tournament-2027-cun-gol-w20-2,Gold,"Alejandro Galán & Federico Chingotto",real_alejandro_galan|real_federico_chingotto,2,95,100%_reais,24,24,false
2027,tournament-2027-sin-bro-w21-1,Bronze,"Santiago Suárez & Hugo Alonso",athleteprofile-1767226876153-t0efyc|athleteprofile-1767226918153-d3c6oz,0,83.5,100%_bots,16,16,false
2027,tournament-2027-nai-mas-w21-2,Masters,"Arturo Coello & Agustín Tapia",real_arturo_coello|real_agustin_tapia,2,97,100%_reais,24,24,false
2027,tournament-2027-cph-mas-w22-2,Masters,"Alejandro Galán & Federico Chingotto",real_alejandro_galan|real_federico_chingotto,2,95,100%_reais,24,24,false
2027,tournament-2027-bcn-pla-w22-1,Platinum,"Marc Quílez & Federico Mouriño",real_marc_quilez|real_federico_mourino,2,82,100%_reais,32,32,false
2027,tournament-2027-bkk-eli-w22-3,Elite,"Arturo Coello & Agustín Tapia",real_arturo_coello|real_agustin_tapia,2,97,100%_reais,20,20,false
2027,tournament-2027-sao-bro-w23-1,Bronze,"Mateo García & João Giménez",athleteprofile-1767226886153-tcmej6|athleteprofile-1767226906153-ufmjd7,0,85,100%_bots,16,16,false
2027,tournament-2027-san-sil-w23-2,Silver,"Rubén Iglesias & Emiliano Medina",athleteprofile-1767226884153-bbcfmu|athleteprofile-1767226949153-mja3pj,0,83,100%_bots,16,16,false
2027,tournament-2027-sto-gol-w23-3,Gold,"Arturo Coello & Agustín Tapia",real_arturo_coello|real_agustin_tapia,2,97,100%_reais,24,24,false
2027,tournament-2027-bue-bro-w24-1,Bronze,"Rubén Iglesias & Emiliano Medina",athleteprofile-1767226884153-bbcfmu|athleteprofile-1767226949153-mja3pj,0,83,100%_bots,16,16,false
2027,tournament-2027-mex-mas-w24-2,Masters,"Arturo Coello & Agustín Tapia",real_arturo_coello|real_agustin_tapia,2,97,100%_reais,24,24,false
2027,tournament-2027-tor-gol-w25-1,Gold,"Arturo Coello & Agustín Tapia",real_arturo_coello|real_agustin_tapia,2,97,100%_reais,24,24,false
2027,tournament-2027-cor-bro-w26-1,Bronze,"Eduardo Agustín Torre & Facundo Domínguez",real_eduardo_agustin_torre|real_facundo_dominguez,2,80,100%_reais,16,16,false
2027,tournament-2027-mon-sil-w26-2,Silver,"Enzo Jensen Sirvent & Luis Hernández Quesada",real_enzo_jensen_sirvent|real_luis_hernandez_quesada,2,82,100%_reais,16,16,false
2027,tournament-2027-lim-mas-w26-4,Masters,"Arturo Coello & Agustín Tapia",real_arturo_coello|real_agustin_tapia,2,97,100%_reais,24,24,false
2027,tournament-2027-rio-pla-w26-3,Platinum,"Arturo Coello & Agustín Tapia",real_arturo_coello|real_agustin_tapia,2,97,100%_reais,32,32,false
2027,tournament-2027-bog-gol-w27-1,Gold,"Arturo Coello & Agustín Tapia",real_arturo_coello|real_agustin_tapia,2,97,100%_reais,24,24,false
2027,tournament-2027-lis-eli-w27-2,Elite,"Arturo Coello & Agustín Tapia",real_arturo_coello|real_agustin_tapia,2,97,100%_reais,20,20,false
2027,tournament-2027-mel-bro-w28-1,Bronze,"Mateo Acosta & Enzo Ortiz",athleteprofile-1767226931153-k8gpl3|athleteprofile-1767226878153-46gouq,0,83,100%_bots,16,16,false
2027,tournament-2027-mad-mas-w28-2,Masters,"Arturo Coello & Agustín Tapia",real_arturo_coello|real_agustin_tapia,2,97,100%_reais,24,24,false
2027,tournament-2027-seo-sil-w29-1,Silver,"João Herrera 171 & Nicolás Sánchez",athleteprofile-1767226922153-n4rxk2|athleteprofile-1767227033153-wplu5i,0,81,100%_bots,16,16,false
2027,tournament-2027-ams-gol-w29-2,Gold,"Alejandro Galán & Federico Chingotto",real_alejandro_galan|real_federico_chingotto,2,95,100%_reais,24,24,false
2027,tournament-2027-bcn-pla-w29-3,Platinum,"Arturo Coello & Agustín Tapia",real_arturo_coello|real_agustin_tapia,2,97,100%_reais,32,32,false
2027,tournament-2027-sto-cro-w29-4,Crown,"Alejandro Galán & Federico Chingotto",real_alejandro_galan|real_federico_chingotto,2,95,100%_reais,20,20,false
2027,tournament-2027-bkk-bro-w30-1,Bronze,"Mateo Acosta & Enzo Ortiz",athleteprofile-1767226931153-k8gpl3|athleteprofile-1767226878153-46gouq,0,83.5,100%_bots,16,16,false
2027,tournament-2027-tor-mas-w30-2,Masters,"Arturo Coello & Agustín Tapia",real_arturo_coello|real_agustin_tapia,2,97,100%_reais,24,24,false
2027,tournament-2027-cpt-gol-w31-1,Gold,"João Silva & Nicolás Méndez",athleteprofile-1767226911153-jyhl54|athleteprofile-1767226887153-simgbt,0,88,100%_bots,24,24,false
2027,tournament-2027-lon-mas-w31-2,Masters,"Arturo Coello & Agustín Tapia",real_arturo_coello|real_agustin_tapia,2,97,100%_reais,24,24,false
2027,tournament-2027-pra-bro-w32-1,Bronze,"Guillermo Collado & Pablo García",real_guillermo_collado|real_pablo_garcia,2,81.5,100%_reais,16,16,false
2027,tournament-2027-cor-sil-w32-2,Silver,"Santiago Suárez & Hugo Alonso",athleteprofile-1767226876153-t0efyc|athleteprofile-1767226918153-d3c6oz,0,83.5,100%_bots,16,16,false
2027,tournament-2027-ber-pla-w32-3,Platinum,"João Silva & Nicolás Méndez",athleteprofile-1767226911153-jyhl54|athleteprofile-1767226887153-simgbt,0,88,100%_bots,32,32,false
2027,tournament-2027-cun-eli-w32-4,Elite,"Arturo Coello & Agustín Tapia",real_arturo_coello|real_agustin_tapia,2,97,100%_reais,20,20,false
2027,tournament-2027-dub-mas-w33-1,Masters,"Arturo Coello & Agustín Tapia",real_arturo_coello|real_agustin_tapia,2,97,100%_reais,24,24,false
2027,tournament-2027-sha-bro-w34-1,Bronze,"Emiliano Santos & Daniel Campos",athleteprofile-1767226940153-p2d60a|athleteprofile-1767226894153-a8bo3g,0,82.5,100%_bots,16,16,false
2027,tournament-2027-tok-gol-w34-2,Gold,"Arturo Coello & Agustín Tapia",real_arturo_coello|real_agustin_tapia,2,97,100%_reais,24,24,false
2027,tournament-2027-doh-sil-w35-1,Silver,"Santiago Suárez & Hugo Alonso",athleteprofile-1767226876153-t0efyc|athleteprofile-1767226918153-d3c6oz,0,83.5,100%_bots,16,16,false
2027,tournament-2027-bog-mas-w35-3,Masters,"Arturo Coello & Agustín Tapia",real_arturo_coello|real_agustin_tapia,2,97.5,100%_reais,24,24,false
2027,tournament-2027-sto-pla-w35-2,Platinum,"Arturo Coello & Agustín Tapia",real_arturo_coello|real_agustin_tapia,2,97.5,100%_reais,32,32,false
2027,tournament-2027-cas-bro-w36-1,Bronze,"Franco Costa & Thiago Acosta",athleteprofile-1767226980153-j7cyxx|athleteprofile-1767226869153-0qak34,0,80,100%_bots,16,16,false
2027,tournament-2027-lax-gol-w36-2,Gold,"Arturo Coello & Agustín Tapia",real_arturo_coello|real_agustin_tapia,2,97.5,100%_reais,24,24,false
2027,tournament-2027-bcn-eli-w36-3,Elite,"Alejandro Galán & Federico Chingotto",real_alejandro_galan|real_federico_chingotto,2,95,100%_reais,20,20,false
2027,tournament-2027-riy-mas-w37-1,Masters,"Alejandro Galán & Federico Chingotto",real_alejandro_galan|real_federico_chingotto,2,95,100%_reais,24,24,false
2027,tournament-2027-osa-bro-w38-1,Bronze,"Emilio Sánchez Chamero & Juan Cruz Belluati",real_emilio_sanchez_chamero|real_juan_cruz_belluati,2,79.5,100%_reais,16,16,false
2027,tournament-2027-nai-sil-w38-2,Silver,"Emiliano Santos & Daniel Campos",athleteprofile-1767226940153-p2d60a|athleteprofile-1767226894153-a8bo3g,0,82.5,100%_bots,16,16,false
2027,tournament-2027-seo-gol-w38-3,Gold,"Alejandro Galán & Federico Chingotto",real_alejandro_galan|real_federico_chingotto,2,95,100%_reais,24,24,false
2027,tournament-2027-cph-pla-w38-4,Platinum,"Alejandro Galán & Federico Chingotto",real_alejandro_galan|real_federico_chingotto,2,95,100%_reais,32,32,false
2027,tournament-2027-pra-mas-w39-1,Masters,"Alejandro Galán & Federico Chingotto",real_alejandro_galan|real_federico_chingotto,2,95,100%_reais,24,24,false
2027,tournament-2027-sha-bro-w40-1,Bronze,"Pedro Herrera & Bruno Ferrer",athleteprofile-1767226912153-z0fjqr|athleteprofile-1767227050153-edqawj,0,82.5,100%_bots,16,16,false
2027,tournament-2027-cun-gol-w40-2,Gold,"Mateo García & João Giménez",athleteprofile-1767226886153-tcmej6|athleteprofile-1767226906153-ufmjd7,0,85,100%_bots,24,24,false
2027,tournament-2027-dub-mas-w40-3,Masters,"Alejandro Galán & Federico Chingotto",real_alejandro_galan|real_federico_chingotto,2,95,100%_reais,24,24,false
2027,tournament-2027-sin-sil-w41-1,Silver,"Emiliano Santos & Daniel Campos",athleteprofile-1767226940153-p2d60a|athleteprofile-1767226894153-a8bo3g,0,82.5,100%_bots,16,16,false
2027,tournament-2027-ber-pla-w41-2,Platinum,"Mateo García & João Giménez",athleteprofile-1767226886153-tcmej6|athleteprofile-1767226906153-ufmjd7,0,85,100%_bots,32,32,false
2027,tournament-2027-lis-eli-w41-3,Elite,"Alejandro Galán & Federico Chingotto",real_alejandro_galan|real_federico_chingotto,2,95,100%_reais,20,20,false
2027,tournament-2027-akl-cro-w41-4,Crown,"Alejandro Galán & Federico Chingotto",real_alejandro_galan|real_federico_chingotto,2,95,100%_reais,20,20,false
2027,tournament-2027-mex-bro-w42-1,Bronze,"Emiliano Santos & Daniel Campos",athleteprofile-1767226940153-p2d60a|athleteprofile-1767226894153-a8bo3g,0,82.5,100%_bots,16,16,false
2027,tournament-2027-mel-mas-w42-2,Masters,"Alejandro Galán & Federico Chingotto",real_alejandro_galan|real_federico_chingotto,2,95,100%_reais,24,24,false
2027,tournament-2027-bkk-gol-w43-1,Gold,"Arturo Coello & Agustín Tapia",real_arturo_coello|real_agustin_tapia,2,97.5,100%_reais,24,24,false
2027,tournament-2027-seo-bro-w44-1,Bronze,"Álvaro Herrera & Tomás Vidal",athleteprofile-1767226902153-s1377e|athlete-003,0,86,100%_bots,16,16,false
2027,tournament-2027-sao-sil-w44-2,Silver,"Diego Castro & Flavio Abbate",athleteprofile-1767226880153-b5x75l|real_flavio_abbate,1,87.5,mista,16,16,false
2027,tournament-2027-rio-mas-w44-4,Masters,"Arturo Coello & Agustín Tapia",real_arturo_coello|real_agustin_tapia,2,97.5,100%_reais,24,24,false
2027,tournament-2027-mia-pla-w44-3,Platinum,"Arturo Coello & Agustín Tapia",real_arturo_coello|real_agustin_tapia,2,97.5,100%_reais,32,32,false
2027,tournament-2027-cun-gol-w45-1,Gold,"Alejandro Galán & Federico Chingotto",real_alejandro_galan|real_federico_chingotto,2,95.5,100%_reais,24,24,false
2027,tournament-2027-tok-bro-w46-1,Bronze,"Álvaro Herrera & Tomás Vidal",athleteprofile-1767226902153-s1377e|athlete-003,0,86,100%_bots,16,16,false
2027,tournament-2027-lax-eli-w46-2,Elite,"Miguel Yanguas & Juan Tello",real_miguel_yanguas|real_juan_tello,2,89.5,100%_reais,20,20,false
2027,tournament-2027-mon-sil-w47-1,Silver,"Álvaro Herrera & Tomás Vidal",athleteprofile-1767226902153-s1377e|athlete-003,0,86,100%_bots,16,16,false
2027,tournament-2027-cph-pla-w47-2,Platinum,"Alejandro Galán & Federico Chingotto",real_alejandro_galan|real_federico_chingotto,2,95.5,100%_reais,32,32,false
2028,tournament-2027-cpt-leg-w52-1,Legacy Finals,"Arturo Coello & Agustín Tapia",real_arturo_coello|real_agustin_tapia,2,97.5,100%_reais,8,8,false
2028,tournament-2028-mia-bro-w01-1,Bronze,"Clément Geens & Dylan Guichard",real_clement_geens|real_dylan_guichard,2,80,100%_reais,16,16,false
2028,tournament-2028-nai-gol-w01-2,Gold,"Javier Costa & Daniel Campos",athleteprofile-1767226890153-trot1y|athleteprofile-1767226894153-a8bo3g,0,86.5,100%_bots,24,24,false
2028,tournament-2028-cas-mas-w01-3,Masters,"Arturo Coello & Agustín Tapia",real_arturo_coello|real_agustin_tapia,2,97.5,100%_reais,24,24,false
2028,tournament-2028-lax-mas-w01-4,Masters,"Enzo Silva & Franco Herrera",athleteprofile-1767226966153-v03n0z|athleteprofile-1767226897153-q9lbt0,0,83.5,100%_bots,24,24,false
2028,tournament-2028-lim-sil-w02-1,Silver,"Ignacio Sager & Daniel Ferrer 165",real_ignacio_sager|athleteprofile-1767226916153-q44mok,1,80,mista,16,16,false
2028,tournament-2028-sao-gol-w02-2,Gold,"Arturo Coello & Agustín Tapia",real_arturo_coello|real_agustin_tapia,2,97.5,100%_reais,24,24,false
2028,tournament-2028-seo-bro-w03-1,Bronze,"Pablo Ramos & Emilio Sánchez Chamero",athleteprofile-1767226989153-ukg08z|real_emilio_sanchez_chamero,1,79,mista,16,16,false
2028,tournament-2028-cai-mas-w03-2,Masters,"Arturo Coello & Agustín Tapia",real_arturo_coello|real_agustin_tapia,2,97.5,100%_reais,24,24,false
2028,tournament-2028-tok-eli-w03-3,Elite,"Arturo Coello & Agustín Tapia",real_arturo_coello|real_agustin_tapia,2,97.5,100%_reais,20,20,false
2028,tournament-2028-san-mas-w04-2,Masters,"Alejandro Galán & Federico Chingotto",real_alejandro_galan|real_federico_chingotto,2,95.5,100%_reais,24,24,false
2028,tournament-2028-tor-pla-w04-1,Platinum,"Alejandro Galán & Federico Chingotto",real_alejandro_galan|real_federico_chingotto,2,95.5,100%_reais,32,32,false
2028,tournament-2028-mex-bro-w05-1,Bronze,"Nicolás García & Mateo Ortiz",athleteprofile-1767226997153-vqa7lh|athleteprofile-1767227036153-a949in,0,78.5,100%_bots,16,16,false
2028,tournament-2028-sin-sil-w05-2,Silver,"Diego Castro & Flavio Abbate",athleteprofile-1767226880153-b5x75l|real_flavio_abbate,1,87.5,mista,16,16,false
2028,tournament-2028-bog-gol-w05-3,Gold,"Alejandro Galán & Federico Chingotto",real_alejandro_galan|real_federico_chingotto,2,95.5,100%_reais,24,24,false
2028,tournament-2028-bkk-mas-w06-1,Masters,"Arturo Coello & Agustín Tapia",real_arturo_coello|real_agustin_tapia,2,97.5,100%_reais,24,24,false
2028,tournament-2028-akl-cro-w06-2,Crown,"Alejandro Galán & Federico Chingotto",real_alejandro_galan|real_federico_chingotto,2,95.5,100%_reais,20,20,false
2028,tournament-2028-bcn-bro-w07-1,Bronze,"Gonzalo Méndez & Pol Hernández Álvarez",athleteprofile-1767226874153-5getz9|real_pol_hernandez_alvarez,1,84,mista,16,16,false
2028,tournament-2028-mad-gol-w07-2,Gold,"Arturo Coello & Agustín Tapia",real_arturo_coello|real_agustin_tapia,2,97.5,100%_reais,24,24,false
2028,tournament-2028-ams-pla-w07-3,Platinum,"Arturo Coello & Agustín Tapia",real_arturo_coello|real_agustin_tapia,2,97.5,100%_reais,32,32,false
2028,tournament-2028-cai-sil-w08-1,Silver,"Álvaro Herrera & Tomás Vidal",athleteprofile-1767226902153-s1377e|athlete-003,0,86,100%_bots,16,16,false
2028,tournament-2028-nai-mas-w08-2,Masters,"Arturo Coello & Agustín Tapia",real_arturo_coello|real_agustin_tapia,2,97.5,100%_reais,24,24,false
2028,tournament-2028-bue-eli-w08-3,Elite,"Arturo Coello & Agustín Tapia",real_arturo_coello|real_agustin_tapia,2,97.5,100%_reais,20,20,false
2028,tournament-2028-lis-bro-w09-1,Bronze,"Álvaro Herrera & Tomás Vidal",athleteprofile-1767226902153-s1377e|athlete-003,0,86.5,100%_bots,16,16,false
2028,tournament-2028-dub-gol-w09-2,Gold,"Arturo Coello & Agustín Tapia",real_arturo_coello|real_agustin_tapia,2,97.5,100%_reais,24,24,false
2028,tournament-2028-osa-mas-w10-2,Masters,"Arturo Coello & Agustín Tapia",real_arturo_coello|real_agustin_tapia,2,97.5,100%_reais,24,24,false
2028,tournament-2028-tok-pla-w10-1,Platinum,"Arturo Coello & Agustín Tapia",real_arturo_coello|real_agustin_tapia,2,97.5,100%_reais,32,32,false
2028,tournament-2028-doh-bro-w11-1,Bronze,"Pablo Ramos & Emilio Sánchez Chamero",athleteprofile-1767226989153-ukg08z|real_emilio_sanchez_chamero,1,79,mista,16,16,false
2028,tournament-2028-pra-sil-w11-2,Silver,"Gonzalo Méndez & Pol Hernández Álvarez",athleteprofile-1767226874153-5getz9|real_pol_hernandez_alvarez,1,84,mista,16,16,false
2028,tournament-2028-riy-gol-w11-3,Gold,"Arturo Coello & Agustín Tapia",real_arturo_coello|real_agustin_tapia,2,97.5,100%_reais,24,24,false
2028,tournament-2028-akl-mas-w12-1,Masters,"Alejandro Galán & Federico Chingotto",real_alejandro_galan|real_federico_chingotto,2,95.5,100%_reais,24,24,false
2028,tournament-2028-sha-bro-w13-1,Bronze,"Álvaro Herrera & Tomás Vidal",athleteprofile-1767226902153-s1377e|athlete-003,0,86.5,100%_bots,16,16,false
2028,tournament-2028-mel-mas-w13-3,Masters,"Arturo Coello & Agustín Tapia",real_arturo_coello|real_agustin_tapia,2,97.5,100%_reais,24,24,false
2028,tournament-2028-vie-pla-w13-2,Platinum,"Javier Ferrer & Daniel Navarro",athleteprofile-1767226974153-lgorke|athleteprofile-1767226863153-9018o1,0,85,100%_bots,32,32,false
2028,tournament-2028-cun-eli-w13-4,Elite,"Arturo Coello & Agustín Tapia",real_arturo_coello|real_agustin_tapia,2,97.5,100%_reais,20,20,false
2028,tournament-2028-cor-sil-w14-1,Silver,"Álvaro Herrera & Tomás Vidal",athleteprofile-1767226902153-s1377e|athlete-003,0,86.5,100%_bots,16,16,false
2028,tournament-2028-syd-gol-w14-2,Gold,"Arturo Coello & Agustín Tapia",real_arturo_coello|real_agustin_tapia,2,97.5,100%_reais,24,24,false
2028,tournament-2028-mon-bro-w15-1,Bronze,"Álvaro Herrera & Tomás Vidal",athleteprofile-1767226902153-s1377e|athlete-003,0,86.5,100%_bots,16,16,false
2028,tournament-2028-nai-mas-w15-2,Masters,"Arturo Coello & Agustín Tapia",real_arturo_coello|real_agustin_tapia,2,97.5,100%_reais,24,24,false
2028,tournament-2028-mex-gol-w16-1,Gold,"Arturo Coello & Agustín Tapia",real_arturo_coello|real_agustin_tapia,2,97.5,100%_reais,24,24,false
2028,tournament-2028-pra-pla-w16-2,Platinum,"Arturo Coello & Agustín Tapia",real_arturo_coello|real_agustin_tapia,2,97.5,100%_reais,32,32,false
2028,tournament-2028-san-bro-w17-1,Bronze,"Valentino Gabriel Libaak & Maximiliano Sánchez Blasco",real_valentino_gabriel_libaak|real_maximiliano_sanchez_blasco,2,84,100%_reais,16,16,false
2028,tournament-2028-tor-sil-w17-2,Silver,"Álvaro Montiel Caruso & Santiago Silva",real_alvaro_montiel_caruso|athleteprofile-1767226990153-9yb72x,1,80.5,mista,16,16,false
2028,tournament-2028-sao-mas-w17-3,Masters,"Arturo Coello & Agustín Tapia",real_arturo_coello|real_agustin_tapia,2,97.5,100%_reais,24,24,false
2028,tournament-2028-mad-eli-w17-4,Elite,"Arturo Coello & Agustín Tapia",real_arturo_coello|real_agustin_tapia,2,97.5,100%_reais,20,20,false
2028,tournament-2028-seo-gol-w18-1,Gold,"Arturo Coello & Agustín Tapia",real_arturo_coello|real_agustin_tapia,2,97.5,100%_reais,24,24,false
2028,tournament-2028-rio-cro-w18-2,Crown,"Arturo Coello & Agustín Tapia",real_arturo_coello|real_agustin_tapia,2,97.5,100%_reais,20,20,false
2028,tournament-2028-sha-bro-w19-1,Bronze,"Álvaro Herrera & Tomás Vidal",athleteprofile-1767226902153-s1377e|athlete-003,0,86.5,100%_bots,16,16,false
2028,tournament-2028-doh-mas-w19-3,Masters,"Arturo Coello & Agustín Tapia",real_arturo_coello|real_agustin_tapia,2,97.5,100%_reais,24,24,false
2028,tournament-2028-rom-pla-w19-2,Platinum,"Arturo Coello & Agustín Tapia",real_arturo_coello|real_agustin_tapia,2,97.5,100%_reais,32,32,false
2028,tournament-2028-cph-sil-w20-1,Silver,"Álvaro Herrera & Tomás Vidal",athleteprofile-1767226902153-s1377e|athlete-003,0,86.5,100%_bots,16,16,false
2028,tournament-2028-bue-gol-w20-2,Gold,"Alejandro Galán & Federico Chingotto",real_alejandro_galan|real_federico_chingotto,2,95.5,100%_reais,24,24,false
2028,tournament-2028-lim-bro-w21-1,Bronze,"Diego Castro & Flavio Abbate",athleteprofile-1767226880153-b5x75l|real_flavio_abbate,1,87.5,mista,16,16,false
2028,tournament-2028-mia-mas-w21-2,Masters,"Alejandro Galán & Federico Chingotto",real_alejandro_galan|real_federico_chingotto,2,95.5,100%_reais,24,24,false
2028,tournament-2028-par-mas-w22-2,Masters,"Alejandro Galán & Federico Chingotto",real_alejandro_galan|real_federico_chingotto,2,95.5,100%_reais,24,24,false
2028,tournament-2028-nai-pla-w22-1,Platinum,"Javier Ferrer & Daniel Navarro",athleteprofile-1767226974153-lgorke|athleteprofile-1767226863153-9018o1,0,85,100%_bots,32,32,false
2028,tournament-2028-ath-eli-w22-3,Elite,"Alejandro Galán & Federico Chingotto",real_alejandro_galan|real_federico_chingotto,2,95.5,100%_reais,20,20,false
2028,tournament-2028-mum-bro-w23-1,Bronze,"Valentino Gabriel Libaak & Maximiliano Sánchez Blasco",real_valentino_gabriel_libaak|real_maximiliano_sanchez_blasco,2,84,100%_reais,16,16,false
2028,tournament-2028-nyc-sil-w23-2,Silver,"Álvaro Herrera & Tomás Vidal",athleteprofile-1767226902153-s1377e|athlete-003,0,87,100%_bots,16,16,false
2028,tournament-2028-mon-gol-w23-3,Gold,"Alejandro Galán & Federico Chingotto",real_alejandro_galan|real_federico_chingotto,2,95.5,100%_reais,24,24,false
2028,tournament-2028-bog-bro-w24-1,Bronze,"Álvaro Herrera & Tomás Vidal",athleteprofile-1767226902153-s1377e|athlete-003,0,87,100%_bots,16,16,false
2028,tournament-2028-sha-mas-w24-2,Masters,"Alejandro Galán & Federico Chingotto",real_alejandro_galan|real_federico_chingotto,2,95.5,100%_reais,24,24,false
2028,tournament-2028-mex-gol-w25-1,Gold,"Alejandro Galán & Federico Chingotto",real_alejandro_galan|real_federico_chingotto,2,95.5,100%_reais,24,24,false
2028,tournament-2028-dub-bro-w26-1,Bronze,"Javier Garrido & Mateo Ortiz",real_javier_garrido|athleteprofile-1767227036153-a949in,1,83.5,mista,16,16,false
2028,tournament-2028-tor-sil-w26-2,Silver,"Álvaro Herrera & Tomás Vidal",athleteprofile-1767226902153-s1377e|athlete-003,0,87,100%_bots,16,16,false
2028,tournament-2028-cun-mas-w26-4,Masters,"Alejandro Galán & Federico Chingotto",real_alejandro_galan|real_federico_chingotto,2,95.5,100%_reais,24,24,false
2028,tournament-2028-bkk-pla-w26-3,Platinum,"Arturo Coello & Agustín Tapia",real_arturo_coello|real_agustin_tapia,2,98,100%_reais,32,32,false
2028,tournament-2028-lon-gol-w27-1,Gold,"Arturo Coello & Agustín Tapia",real_arturo_coello|real_agustin_tapia,2,98,100%_reais,24,24,false
2028,tournament-2028-ath-eli-w27-2,Elite,"Alejandro Galán & Federico Chingotto",real_alejandro_galan|real_federico_chingotto,2,95.5,100%_reais,20,20,false
2028,tournament-2028-cor-bro-w28-1,Bronze,"Mateo Iglesias & Bruno Acosta",athleteprofile-1767226983153-raz7aw|athleteprofile-1767226889153-q1j6oz,0,82.5,100%_bots,16,16,false
2028,tournament-2028-san-mas-w28-2,Masters,"Arturo Coello & Agustín Tapia",real_arturo_coello|real_agustin_tapia,2,98,100%_reais,24,24,false
2028,tournament-2028-mil-sil-w29-1,Silver,"Álvaro Herrera & Tomás Vidal",athleteprofile-1767226902153-s1377e|athlete-003,0,87,100%_bots,16,16,false
2028,tournament-2028-mum-gol-w29-2,Gold,"Alejandro Galán & Federico Chingotto",real_alejandro_galan|real_federico_chingotto,2,95.5,100%_reais,24,24,false
2028,tournament-2028-cpt-pla-w29-3,Platinum,"Arturo Coello & Agustín Tapia",real_arturo_coello|real_agustin_tapia,2,98,100%_reais,32,32,false
2028,tournament-2028-bcn-cro-w29-4,Crown,"Arturo Coello & Agustín Tapia",real_arturo_coello|real_agustin_tapia,2,98,100%_reais,20,20,false
2028,tournament-2028-mon-bro-w30-1,Bronze,"Álvaro Herrera & Tomás Vidal",athleteprofile-1767226902153-s1377e|athlete-003,0,87,100%_bots,16,16,false
2028,tournament-2028-cai-mas-w30-2,Masters,"Arturo Coello & Agustín Tapia",real_arturo_coello|real_agustin_tapia,2,98,100%_reais,24,24,false
2028,tournament-2028-lim-gol-w31-1,Gold,"Diego Castro & Flavio Abbate",athleteprofile-1767226880153-b5x75l|real_flavio_abbate,1,87.5,mista,24,24,false
2028,tournament-2028-nyc-mas-w31-2,Masters,"Arturo Coello & Agustín Tapia",real_arturo_coello|real_agustin_tapia,2,98,100%_reais,24,24,false
2028,tournament-2028-mel-bro-w32-1,Bronze,"João Herrera 171 & Nicolás Sánchez",athleteprofile-1767226922153-n4rxk2|athleteprofile-1767227033153-wplu5i,0,83,100%_bots,16,16,false
2028,tournament-2028-nai-sil-w32-2,Silver,"Rubén Iglesias & Emiliano Medina",athleteprofile-1767226884153-bbcfmu|athleteprofile-1767226949153-mja3pj,0,85,100%_bots,16,16,false
2028,tournament-2028-tok-pla-w32-3,Platinum,"Javier Costa & Daniel Campos",athleteprofile-1767226890153-trot1y|athleteprofile-1767226894153-a8bo3g,0,87,100%_bots,32,32,false
2028,tournament-2028-sao-eli-w32-4,Elite,"Arturo Coello & Agustín Tapia",real_arturo_coello|real_agustin_tapia,2,98,100%_reais,20,20,false
2028,tournament-2028-mex-mas-w33-1,Masters,"Arturo Coello & Agustín Tapia",real_arturo_coello|real_agustin_tapia,2,98,100%_reais,24,24,false
