year,tournament_id,tier,champion_name,champion_ids,champion_real_count,champion_ovr_avg,classification,main_draw_size,simulated_entrants,incomplete
2026,tournament-2026-par-pla-w04-1,Platinum,"Ignacio Vilariño Gestoso & Mario Del Castillo",real_ignacio_vilarino_gestoso|real_mario_del_castillo,2,80.5,100%_reais,32,26,true
2027,tournament-2027-mum-sil-w17-2,Silver,"Daniel Campos & Daniel Navarro",athleteprofile-1767226916534-uv37yr|athleteprofile-1767226885534-3qi77d,0,85.5,100%_bots,16,16,false
2027,tournament-2027-par-mas-w17-3,Masters,"Arturo Coello & Agustín Tapia",real_arturo_coello|real_agustin_tapia,2,97,100%_reais,24,24,false
2027,tournament-2027-mia-eli-w17-4,Elite,"Arturo Coello & Agustín Tapia",real_arturo_coello|real_agustin_tapia,2,97,100%_reais,20,20,false
2027,tournament-2027-sto-gol-w18-1,Gold,"Alejandro Galán & Federico Chingotto",real_alejandro_galan|real_federico_chingotto,2,95,100%_reais,24,24,false
2027,tournament-2027-bog-cro-w18-2,Crown,"Alejandro Galán & Federico Chingotto",real_alejandro_galan|real_federico_chingotto,2,95,100%_reais,20,20,false
2027,tournament-2027-tok-bro-w19-1,Bronze,"Santiago García & Emilio Sánchez Chamero",athleteprofile-1767226925534-67nwig|real_emilio_sanchez_chamero,1,82.5,mista,16,16,false
2027,tournament-2027-dub-mas-w19-3,Masters,"Alejandro Galán & Federico Chingotto",real_alejandro_galan|real_federico_chingotto,2,95,100%_reais,24,24,false
2027,tournament-2027-sha-pla-w19-2,Platinum,"Arturo Coello & Agustín Tapia",real_arturo_coello|real_agustin_tapia,2,97,100%_reais,32,32,false
2027,tournament-2027-tor-sil-w20-1,Silver,"Carlos Vega & Álvaro Castro",athleteprofile-1767226917534-w8llxg|athleteprofile-1767226948534-upqz2g,0,82.5,100%_bots,16,16,false
2027,tournament-2027-cun-gol-w20-2,Gold,"Alejandro Galán & Federico Chingotto",real_alejandro_galan|real_federico_chingotto,2,95,100%_reais,24,24,false
2027,tournament-2027-sin-bro-w21-1,Bronze,"Tomás Santos & Pedro Sánchez",athleteprofile-1767226980534-2itk5x|athleteprofile-1767226943534-4zin2f,0,82,100%_bots,16,16,false
2027,tournament-2027-nai-mas-w21-2,Masters,"Arturo Coello & Agustín Tapia",real_arturo_coello|real_agustin_tapia,2,97,100%_reais,24,24,false
2027,tournament-2027-cph-mas-w22-2,Masters,"Alejandro Galán & Federico Chingotto",real_alejandro_galan|real_federico_chingotto,2,95,100%_reais,24,24,false
2027,tournament-2027-bcn-pla-w22-1,Platinum,"João Herrera 171 & Bruno Acosta",athleteprofile-1767226944534-63kiek|athleteprofile-1767226911534-gqa33s,0,87,100%_bots,32,32,false
2027,tournament-2027-bkk-eli-w22-3,Elite,"Arturo Coello & Agustín Tapia",real_arturo_coello|real_agustin_tapia,2,97,100%_reais,20,20,false
2027,tournament-2027-sao-bro-w23-1,Bronze,"Eduardo Agustín Torre & Teodoro Zapata",real_eduardo_agustin_torre|real_teodoro_zapata,2,80.5,100%_reais,16,16,false
2027,tournament-2027-san-sil-w23-2,Silver,"Santiago García & Emilio Sánchez Chamero",athleteprofile-1767226925534-67nwig|real_emilio_sanchez_chamero,1,82.5,mista,16,16,false
2027,tournament-2027-sto-gol-w23-3,Gold,"Arturo Coello & Agustín Tapia",real_arturo_coello|real_agustin_tapia,2,97,100%_reais,24,24,false
2027,tournament-2027-bue-bro-w24-1,Bronze,"Santiago García & Emilio Sánchez Chamero",athleteprofile-1767226925534-67nwig|real_emilio_sanchez_chamero,1,82.5,mista,16,16,false
2027,tournament-2027-mex-mas-w24-2,Masters,"Arturo Coello & Agustín Tapia",real_arturo_coello|real_agustin_tapia,2,97,100%_reais,24,24,false
2027,tournament-2027-tor-gol-w25-1,Gold,"Arturo Coello & Agustín Tapia",real_arturo_coello|real_agustin_tapia,2,97,100%_reais,24,24,false
2027,tournament-2027-cor-bro-w26-1,Bronze,"Antonio Fernández & Francisco Manuel Gil",real_antonio_fernandez|real_francisco_manuel_gil,2,81.5,100%_reais,16,16,false
2027,tournament-2027-mon-sil-w26-2,Silver,"Santiago García & Emilio Sánchez Chamero",athleteprofile-1767226925534-67nwig|real_emilio_sanchez_chamero,1,82.5,mista,16,16,false
2027,tournament-2027-lim-mas-w26-4,Masters,"Arturo Coello & Agustín Tapia",real_arturo_coello|real_agustin_tapia,2,97,100%_reais,24,24,false
2027,tournament-2027-rio-pla-w26-3,Platinum,"Arturo Coello & Agustín Tapia",real_arturo_coello|real_agustin_tapia,2,97,100%_reais,32,32,false
2027,tournament-2027-bog-gol-w27-1,Gold,"Arturo Coello & Agustín Tapia",real_arturo_coello|real_agustin_tapia,2,97,100%_reais,24,24,false
2027,tournament-2027-lis-eli-w27-2,Elite,"Arturo Coello & Agustín Tapia",real_arturo_coello|real_agustin_tapia,2,97,100%_reais,20,20,false
2027,tournament-2027-mel-bro-w28-1,Bronze,"Santiago García & Emilio Sánchez Chamero",athleteprofile-1767226925534-67nwig|real_emilio_sanchez_chamero,1,82.5,mista,16,16,false
2027,tournament-2027-mad-mas-w28-2,Masters,"Arturo Coello & Agustín Tapia",real_arturo_coello|real_agustin_tapia,2,97,100%_reais,24,24,false
2027,tournament-2027-seo-sil-w29-1,Silver,"André Cabrera & Rafael López",athleteprofile-1767226888534-ghp8qe|athleteprofile-1767227036534-nibowo,0,80.5,100%_bots,16,16,false
2027,tournament-2027-ams-gol-w29-2,Gold,"Alejandro Galán & Federico Chingotto",real_alejandro_galan|real_federico_chingotto,2,95,100%_reais,24,24,false
2027,tournament-2027-bcn-pla-w29-3,Platinum,"Arturo Coello & Agustín Tapia",real_arturo_coello|real_agustin_tapia,2,97,100%_reais,32,32,false
2027,tournament-2027-sto-cro-w29-4,Crown,"Alejandro Galán & Federico Chingotto",real_alejandro_galan|real_federico_chingotto,2,95,100%_reais,20,20,false
2027,tournament-2027-bkk-bro-w30-1,Bronze,"Eduardo Agustín Torre & Teodoro Zapata",real_eduardo_agustin_torre|real_teodoro_zapata,2,81,100%_reais,16,16,false
2027,tournament-2027-tor-mas-w30-2,Masters,"Arturo Coello & Agustín Tapia",real_arturo_coello|real_agustin_tapia,2,97,100%_reais,24,24,false
2027,tournament-2027-cpt-gol-w31-1,Gold,"Diego Castro & Ignacio Piotto Albornoz",athleteprofile-1767226902534-9ncfg3|real_ignacio_piotto_albornoz,1,85.5,mista,24,24,false
2027,tournament-2027-lon-mas-w31-2,Masters,"Arturo Coello & Agustín Tapia",real_arturo_coello|real_agustin_tapia,2,97,100%_reais,24,24,false
2027,tournament-2027-pra-bro-w32-1,Bronze,"Lucas Castro & Rafael Santos",athleteprofile-1767227008534-mxqdmm|athleteprofile-1767227000534-szk2fa,0,78,100%_bots,16,16,false
2027,tournament-2027-cor-sil-w32-2,Silver,"Juan Ignacio De Pascual & Álvaro Cepero",real_juan_ignacio_de_pascual|real_alvaro_cepero,2,82,100%_reais,16,16,false
2027,tournament-2027-ber-pla-w32-3,Platinum,"João Herrera & Miguel Alonso",athleteprofile-1767226890534-jlwftv|athleteprofile-1767226930534-khuw9g,0,86.5,100%_bots,32,32,false
2027,tournament-2027-cun-eli-w32-4,Elite,"Arturo Coello & Agustín Tapia",real_arturo_coello|real_agustin_tapia,2,97,100%_reais,20,20,false
2027,tournament-2027-dub-mas-w33-1,Masters,"Arturo Coello & Agustín Tapia",real_arturo_coello|real_agustin_tapia,2,97,100%_reais,24,24,false
2027,tournament-2027-sha-bro-w34-1,Bronze,"André Cabrera & Rafael López",athleteprofile-1767226888534-ghp8qe|athleteprofile-1767227036534-nibowo,0,80.5,100%_bots,16,16,false
2027,tournament-2027-tok-gol-w34-2,Gold,"Arturo Coello & Agustín Tapia",real_arturo_coello|real_agustin_tapia,2,97,100%_reais,24,24,false
2027,tournament-2027-doh-sil-w35-1,Silver,"Rubén Méndez & Lucas Costa",athleteprofile-1767226959534-8js4h0|athleteprofile-1767226960534-c7sy40,0,82.5,100%_bots,16,16,false
2027,tournament-2027-bog-mas-w35-3,Masters,"Arturo Coello & Agustín Tapia",real_arturo_coello|real_agustin_tapia,2,97.5,100%_reais,24,24,false
2027,tournament-2027-sto-pla-w35-2,Platinum,"Arturo Coello & Agustín Tapia",real_arturo_coello|real_agustin_tapia,2,97.5,100%_reais,32,32,false
2027,tournament-2027-cas-bro-w36-1,Bronze,"Santiago García & Emilio Sánchez Chamero",athleteprofile-1767226925534-67nwig|real_emilio_sanchez_chamero,1,82.5,mista,16,16,false
2027,tournament-2027-lax-gol-w36-2,Gold,"Arturo Coello & Agustín Tapia",real_arturo_coello|real_agustin_tapia,2,97.5,100%_reais,24,24,false
2027,tournament-2027-bcn-eli-w36-3,Elite,"Alejandro Galán & Federico Chingotto",real_alejandro_galan|real_federico_chingotto,2,95,100%_reais,20,20,false
2027,tournament-2027-riy-mas-w37-1,Masters,"Alejandro Galán & Federico Chingotto",real_alejandro_galan|real_federico_chingotto,2,95,100%_reais,24,24,false
2027,tournament-2027-osa-bro-w38-1,Bronze,"Mateo Ortiz & Thiago Pereira",athleteprofile-1767227058534-vi4syc|athleteprofile-1767226882534-ms7xze,0,82,100%_bots,16,16,false
2027,tournament-2027-nai-sil-w38-2,Silver,"Rubén Méndez & Lucas Costa",athleteprofile-1767226959534-8js4h0|athleteprofile-1767226960534-c7sy40,0,82.5,100%_bots,16,16,false
2027,tournament-2027-seo-gol-w38-3,Gold,"Alejandro Galán & Federico Chingotto",real_alejandro_galan|real_federico_chingotto,2,95,100%_reais,24,24,false
2027,tournament-2027-cph-pla-w38-4,Platinum,"Alejandro Galán & Federico Chingotto",real_alejandro_galan|real_federico_chingotto,2,95,100%_reais,32,32,false
2027,tournament-2027-pra-mas-w39-1,Masters,"Alejandro Galán & Federico Chingotto",real_alejandro_galan|real_federico_chingotto,2,95,100%_reais,24,24,false
2027,tournament-2027-sha-bro-w40-1,Bronze,"Santiago García & Emilio Sánchez Chamero",athleteprofile-1767226925534-67nwig|real_emilio_sanchez_chamero,1,82.5,mista,16,16,false
2027,tournament-2027-cun-gol-w40-2,Gold,"Bruno Acosta & Daniel Santigosa Sastre",athleteprofile-1767226911534-gqa33s|real_daniel_santigosa_sastre,1,85.5,mista,24,24,false
2027,tournament-2027-dub-mas-w40-3,Masters,"Alejandro Galán & Federico Chingotto",real_alejandro_galan|real_federico_chingotto,2,95,100%_reais,24,24,false
2027,tournament-2027-sin-sil-w41-1,Silver,"Mateo Ortiz & Thiago Pereira",athleteprofile-1767227058534-vi4syc|athleteprofile-1767226882534-ms7xze,0,82,100%_bots,16,16,false
2027,tournament-2027-ber-pla-w41-2,Platinum,"Santiago Suárez & Tomás Rojas",athleteprofile-1767226898534-zye5wk|athleteprofile-1767226901534-k1bq9f,0,84.5,100%_bots,32,32,false
2027,tournament-2027-lis-eli-w41-3,Elite,"Alejandro Galán & Federico Chingotto",real_alejandro_galan|real_federico_chingotto,2,95,100%_reais,20,20,false
2027,tournament-2027-akl-cro-w41-4,Crown,"Alejandro Galán & Federico Chingotto",real_alejandro_galan|real_federico_chingotto,2,95,100%_reais,20,20,false
2027,tournament-2027-mex-bro-w42-1,Bronze,"Ramiro Pereyra & Santiago José Pineda Cabello",real_ramiro_pereyra|real_santiago_jose_pineda_cabello,2,79,100%_reais,16,16,false
2027,tournament-2027-mel-mas-w42-2,Masters,"Alejandro Galán & Federico Chingotto",real_alejandro_galan|real_federico_chingotto,2,95,100%_reais,24,24,false
2027,tournament-2027-bkk-gol-w43-1,Gold,"Arturo Coello & Agustín Tapia",real_arturo_coello|real_agustin_tapia,2,97.5,100%_reais,24,24,false
2027,tournament-2027-seo-bro-w44-1,Bronze,"Nuno Deus & Marcos González Blanco",real_nuno_deus|real_marcos_gonzalez_blanco,2,80.5,100%_reais,16,16,false
2027,tournament-2027-sao-sil-w44-2,Silver,"Pedro Martínez & Diego Cabrera",athleteprofile-1767226889534-3mcefu|athleteprofile-1767227030534-pko1bf,0,81,100%_bots,16,16,false
2027,tournament-2027-rio-mas-w44-4,Masters,"Arturo Coello & Agustín Tapia",real_arturo_coello|real_agustin_tapia,2,97.5,100%_reais,24,24,false
2027,tournament-2027-mia-pla-w44-3,Platinum,"Arturo Coello & Agustín Tapia",real_arturo_coello|real_agustin_tapia,2,97.5,100%_reais,32,32,false
2027,tournament-2027-cun-gol-w45-1,Gold,"Alejandro Galán & Federico Chingotto",real_alejandro_galan|real_federico_chingotto,2,95.5,100%_reais,24,24,false
2027,tournament-2027-tok-bro-w46-1,Bronze,"Felipe Acosta & Adrián Navarro",athleteprofile-1767226894534-9btzsv|athleteprofile-1767227010534-xt5t3h,0,84,100%_bots,16,16,false
2027,tournament-2027-lax-eli-w46-2,Elite,"Javier Leal & Lucas Bergamini",real_javier_leal|real_lucas_bergamini,2,89.5,100%_reais,20,20,false
2027,tournament-2027-mon-sil-w47-1,Silver,"Felipe Acosta & Adrián Navarro",athleteprofile-1767226894534-9btzsv|athleteprofile-1767227010534-xt5t3h,0,84,100%_bots,16,16,false
2027,tournament-2027-cph-pla-w47-2,Platinum,"Alejandro Galán & Federico Chingotto",real_alejandro_galan|real_federico_chingotto,2,95.5,100%_reais,32,32,false
2027,tournament-2027-cas-cir-w49-1,Circuit Finals,"Arturo Coello & Agustín Tapia",real_arturo_coello|real_agustin_tapia,2,97.5,100%_reais,8,4,true
2028,tournament-2027-cpt-leg-w52-1,Legacy Finals,"Arturo Coello & Agustín Tapia",real_arturo_coello|real_agustin_tapia,2,97.5,100%_reais,8,6,true
2028,tournament-2028-mia-bro-w01-1,Bronze,"Javier Rojas & Hugo Alonso",athleteprofile-1767227040534-iregpg|athleteprofile-1767226940534-y0r9f3,0,79.5,100%_bots,16,16,false
2028,tournament-2028-nai-gol-w01-2,Gold,"Felipe Acosta & Adrián Navarro",athleteprofile-1767226894534-9btzsv|athleteprofile-1767227010534-xt5t3h,0,84.5,100%_bots,24,24,false
2028,tournament-2028-cas-mas-w01-3,Masters,"Arturo Coello & Agustín Tapia",real_arturo_coello|real_agustin_tapia,2,97.5,100%_reais,24,24,false
2028,tournament-2028-lax-mas-w01-4,Masters,"Santiago Suárez & Tomás Rojas",athleteprofile-1767226898534-zye5wk|athleteprofile-1767226901534-k1bq9f,0,84.5,100%_bots,24,24,false
2028,tournament-2028-lim-sil-w02-1,Silver,"Nicolás Méndez & Pedro Torres",athleteprofile-1767226909534-iqm91x|athleteprofile-1767226927534-iu2hd8,0,85.5,100%_bots,16,16,false
2028,tournament-2028-sao-gol-w02-2,Gold,"Arturo Coello & Agustín Tapia",real_arturo_coello|real_agustin_tapia,2,97.5,100%_reais,24,24,false
2028,tournament-2028-seo-bro-w03-1,Bronze,"Santiago García & Emilio Sánchez Chamero",athleteprofile-1767226925534-67nwig|real_emilio_sanchez_chamero,1,83,mista,16,16,false
2028,tournament-2028-cai-mas-w03-2,Masters,"Arturo Coello & Agustín Tapia",real_arturo_coello|real_agustin_tapia,2,97.5,100%_reais,24,24,false
2028,tournament-2028-tok-eli-w03-3,Elite,"Arturo Coello & Agustín Tapia",real_arturo_coello|real_agustin_tapia,2,97.5,100%_reais,20,20,false
2028,tournament-2028-san-mas-w04-2,Masters,"Alejandro Galán & Federico Chingotto",real_alejandro_galan|real_federico_chingotto,2,95.5,100%_reais,24,24,false
2028,tournament-2028-tor-pla-w04-1,Platinum,"Alejandro Galán & Federico Chingotto",real_alejandro_galan|real_federico_chingotto,2,95.5,100%_reais,32,32,false
2028,tournament-2028-mex-bro-w05-1,Bronze,"Eduardo Agustín Torre & Teodoro Zapata",real_eduardo_agustin_torre|real_teodoro_zapata,2,81,100%_reais,16,16,false
2028,tournament-2028-sin-sil-w05-2,Silver,"Pedro Martínez & Diego Cabrera",athleteprofile-1767226889534-3mcefu|athleteprofile-1767227030534-pko1bf,0,81,100%_bots,16,16,false
2028,tournament-2028-bog-gol-w05-3,Gold,"Alejandro Galán & Federico Chingotto",real_alejandro_galan|real_federico_chingotto,2,95.5,100%_reais,24,24,false
2028,tournament-2028-bkk-mas-w06-1,Masters,"Arturo Coello & Agustín Tapia",real_arturo_coello|real_agustin_tapia,2,97.5,100%_reais,24,24,false
2028,tournament-2028-akl-cro-w06-2,Crown,"Alejandro Galán & Federico Chingotto",real_alejandro_galan|real_federico_chingotto,2,95.5,100%_reais,20,20,false
2028,tournament-2028-bcn-bro-w07-1,Bronze,"Javier Ruiz & Javier Martínez",real_javier_ruiz|real_javier_martinez,2,81.5,100%_reais,16,16,false
2028,tournament-2028-mad-gol-w07-2,Gold,"Arturo Coello & Agustín Tapia",real_arturo_coello|real_agustin_tapia,2,97.5,100%_reais,24,24,false
2028,tournament-2028-ams-pla-w07-3,Platinum,"Arturo Coello & Agustín Tapia",real_arturo_coello|real_agustin_tapia,2,97.5,100%_reais,32,32,false
2028,tournament-2028-cai-sil-w08-1,Silver,"Nicolás Méndez & Pedro Torres",athleteprofile-1767226909534-iqm91x|athleteprofile-1767226927534-iu2hd8,0,86,100%_bots,16,16,false
2028,tournament-2028-nai-mas-w08-2,Masters,"Arturo Coello & Agustín Tapia",real_arturo_coello|real_agustin_tapia,2,97.5,100%_reais,24,24,false
2028,tournament-2028-bue-eli-w08-3,Elite,"Arturo Coello & Agustín Tapia",real_arturo_coello|real_agustin_tapia,2,97.5,100%_reais,20,20,false
2028,tournament-2028-lis-bro-w09-1,Bronze,"Nicolás Méndez & Pedro Torres",athleteprofile-1767226909534-iqm91x|athleteprofile-1767226927534-iu2hd8,0,86.5,100%_bots,16,16,false
2028,tournament-2028-dub-gol-w09-2,Gold,"Arturo Coello & Agustín Tapia",real_arturo_coello|real_agustin_tapia,2,97.5,100%_reais,24,24,false
2028,tournament-2028-osa-mas-w10-2,Masters,"Arturo Coello & Agustín Tapia",real_arturo_coello|real_agustin_tapia,2,97.5,100%_reais,24,24,false
2028,tournament-2028-tok-pla-w10-1,Platinum,"Arturo Coello & Agustín Tapia",real_arturo_coello|real_agustin_tapia,2,97.5,100%_reais,32,32,false
2028,tournament-2028-doh-bro-w11-1,Bronze,"Felipe García & Álvaro Herrera",athleteprofile-1767226949534-amr0ix|athleteprofile-1767226924534-lxbt3m,0,83,100%_bots,16,16,false
2028,tournament-2028-pra-sil-w11-2,Silver,"Álvaro Costa & Diego Vega",athleteprofile-1767226974534-ordc36|athleteprofile-1767226979534-jxu94y,0,82.5,100%_bots,16,16,false
2028,tournament-2028-riy-gol-w11-3,Gold,"Arturo Coello & Agustín Tapia",real_arturo_coello|real_agustin_tapia,2,97.5,100%_reais,24,24,false
2028,tournament-2028-akl-mas-w12-1,Masters,"Alejandro Galán & Federico Chingotto",real_alejandro_galan|real_federico_chingotto,2,95.5,100%_reais,24,24,false
2028,tournament-2028-sha-bro-w13-1,Bronze,"Álvaro Costa & Diego Vega",athleteprofile-1767226974534-ordc36|athleteprofile-1767226979534-jxu94y,0,82.5,100%_bots,16,16,false
2028,tournament-2028-mel-mas-w13-3,Masters,"Arturo Coello & Agustín Tapia",real_arturo_coello|real_agustin_tapia,2,97.5,100%_reais,24,24,false
2028,tournament-2028-vie-pla-w13-2,Platinum,"Felipe Acosta & Adrián Navarro",athleteprofile-1767226894534-9btzsv|athleteprofile-1767227010534-xt5t3h,0,84.5,100%_bots,32,32,false
2028,tournament-2028-cun-eli-w13-4,Elite,"Arturo Coello & Agustín Tapia",real_arturo_coello|real_agustin_tapia,2,97.5,100%_reais,20,20,false
2028,tournament-2028-cor-sil-w14-1,Silver,"Juan Ignacio De Pascual & Álvaro Cepero",real_juan_ignacio_de_pascual|real_alvaro_cepero,2,83,100%_reais,16,16,false
2028,tournament-2028-syd-gol-w14-2,Gold,"Arturo Coello & Agustín Tapia",real_arturo_coello|real_agustin_tapia,2,97.5,100%_reais,24,24,false
2028,tournament-2028-mon-bro-w15-1,Bronze,"Gonzalo Méndez & Rafael Ramos",athleteprofile-1767226896534-92257l|athleteprofile-1767226987534-hq7jgb,0,84.5,100%_bots,16,16,false
2028,tournament-2028-nai-mas-w15-2,Masters,"Arturo Coello & Agustín Tapia",real_arturo_coello|real_agustin_tapia,2,97.5,100%_reais,24,24,false
2028,tournament-2028-mex-gol-w16-1,Gold,"Arturo Coello & Agustín Tapia",real_arturo_coello|real_agustin_tapia,2,97.5,100%_reais,24,24,false
2028,tournament-2028-pra-pla-w16-2,Platinum,"Arturo Coello & Agustín Tapia",real_arturo_coello|real_agustin_tapia,2,97.5,100%_reais,32,32,false
2028,tournament-2028-san-bro-w17-1,Bronze,"Nicolás Ramos & Hugo López",athleteprofile-1767226956534-0xgd46|athleteprofile-1767229458534-p23r3l,0,80,100%_bots,16,16,false
2028,tournament-2028-tor-sil-w17-2,Silver,"Álvaro Costa & Diego Vega",athleteprofile-1767226974534-ordc36|athleteprofile-1767226979534-jxu94y,0,83,100%_bots,16,16,false
2028,tournament-2028-sao-mas-w17-3,Masters,"Arturo Coello & Agustín Tapia",real_arturo_coello|real_agustin_tapia,2,97.5,100%_reais,24,24,false
2028,tournament-2028-mad-eli-w17-4,Elite,"Arturo Coello & Agustín Tapia",real_arturo_coello|real_agustin_tapia,2,97.5,100%_reais,20,20,false
2028,tournament-2028-seo-gol-w18-1,Gold,"Arturo Coello & Agustín Tapia",real_arturo_coello|real_agustin_tapia,2,97.5,100%_reais,24,24,false
2028,tournament-2028-rio-cro-w18-2,Crown,"Arturo Coello & Agustín Tapia",real_arturo_coello|real_agustin_tapia,2,97.5,100%_reais,20,20,false
2028,tournament-2028-sha-bro-w19-1,Bronze,"Juan Ignacio De Pascual & Álvaro Cepero",real_juan_ignacio_de_pascual|real_alvaro_cepero,2,83,100%_reais,16,16,false
2028,tournament-2028-doh-mas-w19-3,Masters,"Arturo Coello & Agustín Tapia",real_arturo_coello|real_agustin_tapia,2,97.5,100%_reais,24,24,false
2028,tournament-2028-rom-pla-w19-2,Platinum,"Arturo Coello & Agustín Tapia",real_arturo_coello|real_agustin_tapia,2,97.5,100%_reais,32,32,false
2028,tournament-2028-cph-sil-w20-1,Silver,"Eduardo Agustín Torre & Teodoro Zapata",real_eduardo_agustin_torre|real_teodoro_zapata,2,81,100%_reais,16,16,false
2028,tournament-2028-bue-gol-w20-2,Gold,"Alejandro Galán & Federico Chingotto",real_alejandro_galan|real_federico_chingotto,2,95.5,100%_reais,24,24,false
2028,tournament-2028-lim-bro-w21-1,Bronze,"Felipe García & Álvaro Herrera",athleteprofile-1767226949534-amr0ix|athleteprofile-1767226924534-lxbt3m,0,83,100%_bots,16,16,false
2028,tournament-2028-mia-mas-w21-2,Masters,"Alejandro Galán & Federico Chingotto",real_alejandro_galan|real_federico_chingotto,2,95.5,100%_reais,24,24,false
2028,tournament-2028-par-mas-w22-2,Masters,"Alejandro Galán & Federico Chingotto",real_alejandro_galan|real_federico_chingotto,2,95.5,100%_reais,24,24,false
2028,tournament-2028-nai-pla-w22-1,Platinum,"Nicolás Méndez & Pedro Torres",athleteprofile-1767226909534-iqm91x|athleteprofile-1767226927534-iu2hd8,0,87.5,100%_bots,32,32,false
2028,tournament-2028-ath-eli-w22-3,Elite,"Alejandro Galán & Federico Chingotto",real_alejandro_galan|real_federico_chingotto,2,95.5,100%_reais,20,20,false
2028,tournament-2028-mum-bro-w23-1,Bronze,"Álvaro Costa & Diego Vega",athleteprofile-1767226974534-ordc36|athleteprofile-1767226979534-jxu94y,0,83.5,100%_bots,16,16,false
2028,tournament-2028-nyc-sil-w23-2,Silver,"Juan Ignacio De Pascual & Álvaro Cepero",real_juan_ignacio_de_pascual|real_alvaro_cepero,2,83,100%_reais,16,16,false
2028,tournament-2028-mon-gol-w23-3,Gold,"Alejandro Galán & Federico Chingotto",real_alejandro_galan|real_federico_chingotto,2,95.5,100%_reais,24,24,false
2028,tournament-2028-bog-bro-w24-1,Bronze,"Juan Ignacio De Pascual & Álvaro Cepero",real_juan_ignacio_de_pascual|real_alvaro_cepero,2,83,100%_reais,16,16,false
2028,tournament-2028-sha-mas-w24-2,Masters,"Alejandro Galán & Federico Chingotto",real_alejandro_galan|real_federico_chingotto,2,95.5,100%_reais,24,24,false
2028,tournament-2028-mex-gol-w25-1,Gold,"Alejandro Galán & Federico Chingotto",real_alejandro_galan|real_federico_chingotto,2,95.5,100%_reais,24,24,false
2028,tournament-2028-dub-bro-w26-1,Bronze,"Mateo Ortiz & Thiago Pereira",athleteprofile-1767227058534-vi4syc|athleteprofile-1767226882534-ms7xze,0,82,100%_bots,16,16,false
2028,tournament-2028-tor-sil-w26-2,Silver,"Rafael López & Carlos Daniel Gutiérrez",athleteprofile-1767227036534-nibowo|real_carlos_daniel_gutierrez,1,82,mista,16,16,false
2028,tournament-2028-cun-mas-w26-4,Masters,"Alejandro Galán & Federico Chingotto",real_alejandro_galan|real_federico_chingotto,2,95.5,100%_reais,24,24,false
2028,tournament-2028-bkk-pla-w26-3,Platinum,"Arturo Coello & Agustín Tapia",real_arturo_coello|real_agustin_tapia,2,98,100%_reais,32,32,false
2028,tournament-2028-lon-gol-w27-1,Gold,"Arturo Coello & Agustín Tapia",real_arturo_coello|real_agustin_tapia,2,98,100%_reais,24,24,false
2028,tournament-2028-ath-eli-w27-2,Elite,"Alejandro Galán & Federico Chingotto",real_alejandro_galan|real_federico_chingotto,2,95.5,100%_reais,20,20,false
2028,tournament-2028-cor-bro-w28-1,Bronze,"Álvaro Costa & Diego Vega",athleteprofile-1767226974534-ordc36|athleteprofile-1767226979534-jxu94y,0,83.5,100%_bots,16,16,false
2028,tournament-2028-san-mas-w28-2,Masters,"Arturo Coello & Agustín Tapia",real_arturo_coello|real_agustin_tapia,2,98,100%_reais,24,24,false
2028,tournament-2028-mil-sil-w29-1,Silver,"Rafael López & Carlos Daniel Gutiérrez",athleteprofile-1767227036534-nibowo|real_carlos_daniel_gutierrez,1,82,mista,16,16,false
2028,tournament-2028-mum-gol-w29-2,Gold,"Alejandro Galán & Federico Chingotto",real_alejandro_galan|real_federico_chingotto,2,95.5,100%_reais,24,24,false
2028,tournament-2028-cpt-pla-w29-3,Platinum,"Arturo Coello & Agustín Tapia",real_arturo_coello|real_agustin_tapia,2,98,100%_reais,32,32,false
2028,tournament-2028-bcn-cro-w29-4,Crown,"Arturo Coello & Agustín Tapia",real_arturo_coello|real_agustin_tapia,2,98,100%_reais,20,20,false
2028,tournament-2028-mon-bro-w30-1,Bronze,"Juan Ignacio De Pascual & Álvaro Cepero",real_juan_ignacio_de_pascual|real_alvaro_cepero,2,83,100%_reais,16,16,false
2028,tournament-2028-cai-mas-w30-2,Masters,"Arturo Coello & Agustín Tapia",real_arturo_coello|real_agustin_tapia,2,98,100%_reais,24,24,false
2028,tournament-2028-lim-gol-w31-1,Gold,"Miguel Yanguas & Eduardo Alonso",real_miguel_yanguas|real_eduardo_alonso,2,90,100%_reais,24,24,false
2028,tournament-2028-nyc-mas-w31-2,Masters,"Arturo Coello & Agustín Tapia",real_arturo_coello|real_agustin_tapia,2,98,100%_reais,24,24,false
2028,tournament-2028-mel-bro-w32-1,Bronze,"Rubén Iglesias & Rubén Santos",athleteprofile-1767226906534-q88jgj|athleteprofile-1767227097534-jd1heg,0,78.5,100%_bots,16,16,false
2028,tournament-2028-nai-sil-w32-2,Silver,"Álvaro Costa & Diego Vega",athleteprofile-1767226974534-ordc36|athleteprofile-1767226979534-jxu94y,0,83.5,100%_bots,16,16,false
2028,tournament-2028-tok-pla-w32-3,Platinum,"Álvaro Costa & Diego Vega",athleteprofile-1767226974534-ordc36|athleteprofile-1767226979534-jxu94y,0,83.5,100%_bots,32,32,false
2028,tournament-2028-sao-eli-w32-4,Elite,"Arturo Coello & Agustín Tapia",real_arturo_coello|real_agustin_tapia,2,98,100%_reais,20,20,false
