year,tournament_id,tier,champion_name,champion_ids,champion_real_count,champion_ovr_avg,classification,main_draw_size,simulated_entrants,incomplete
2026,tournament-2026-lis-bro-w03-1,Bronze,"Carlos Vega & Pablo Herrera",athleteprofile-1767226939915-4nim4c|athleteprofile-1767227069915-7czior,0,78.5,100%_bots,16,16,false
2027,tournament-2027-rio-sil-w44-2,Silver,"Gonzalo Santos & Felipe Campos",athleteprofile-1767226969915-dl8yev|athleteprofile-1767227201915-toqdir,0,79,100%_bots,16,16,false
2027,tournament-2027-bog-pla-w45-1,Platinum,"Alejandro Galán & Federico Chingotto",real_alejandro_galan|real_federico_chingotto,2,95.5,100%_reais,32,32,false
2027,tournament-2027-tok-bro-w46-1,Bronze,"Ignacio Santos & Pedro Herrera",athleteprofile-1767226964915-1622oy|athleteprofile-1767226956915-m8aidu,0,86.5,100%_bots,16,16,false
2027,tournament-2027-lax-eli-w46-2,Elite,"André Romero & Emiliano Silva",athleteprofile-1767226935915-kztevz|athleteprofile-1767226940915-udi6n5,0,92.5,100%_bots,20,20,false
2027,tournament-2027-mon-sil-w47-1,Silver,"Rafael Molina & Pablo Rojas",athleteprofile-1767227139915-88ai9q|athleteprofile-1767226943915-02qiim,0,87.5,100%_bots,16,16,false
2027,tournament-2027-cas-cir-w49-1,Circuit Finals,"Arturo Coello & Agustín Tapia",real_arturo_coello|real_agustin_tapia,2,97.5,100%_reais,8,4,true
2028,tournament-2027-cpt-leg-w52-1,Legacy Finals,"Arturo Coello & Agustín Tapia",real_arturo_coello|real_agustin_tapia,2,97.5,100%_reais,8,8,false
2028,tournament-2028-mia-bro-w01-1,Bronze,"Martín Martínez & Martín Cabrera 339",athleteprofile-1767227115915-cyer16|athleteprofile-1767227134915-2rc53l,0,88.5,100%_bots,16,16,false
2028,tournament-2028-lim-mas-w01-2,Masters,"Arturo Coello & Agustín Tapia",real_arturo_coello|real_agustin_tapia,2,97.5,100%_reais,24,24,false
2028,tournament-2028-bog-sil-w02-1,Silver,"Martín Martínez & Martín Cabrera 339",athleteprofile-1767227115915-cyer16|athleteprofile-1767227134915-2rc53l,0,88.5,100%_bots,16,16,false
2028,tournament-2028-sao-gol-w02-2,Gold,"Arturo Coello & Agustín Tapia",real_arturo_coello|real_agustin_tapia,2,97.5,100%_reais,24,24,false
2028,tournament-2028-seo-bro-w03-1,Bronze,"Ignacio Sager & Tomás Vidal",real_ignacio_sager|athlete-003,1,84.5,mista,16,16,false
2028,tournament-2028-sha-eli-w03-2,Elite,"Arturo Coello & Agustín Tapia",real_arturo_coello|real_agustin_tapia,2,97.5,100%_reais,20,20,false
2028,tournament-2028-mex-bro-w05-1,Bronze,"Martín Castro & Ignacio Rojas 963",athleteprofile-1767227741915-xaopzm|athleteprofile-1767227758915-2d2o09,0,89,100%_bots,16,16,false
2028,tournament-2028-sin-sil-w05-2,Silver,"Miguel Romero & Bruno Acosta",athleteprofile-1767226915915-wcvivp|athleteprofile-1767226933915-lprwx4,0,87,100%_bots,16,16,false
2028,tournament-2028-pra-mas-w05-3,Masters,"Arturo Coello & Agustín Tapia",real_arturo_coello|real_agustin_tapia,2,97.5,100%_reais,24,24,false
2028,tournament-2028-osa-pla-w06-1,Platinum,"Arturo Coello & Agustín Tapia",real_arturo_coello|real_agustin_tapia,2,97.5,100%_reais,32,32,false
2028,tournament-2028-akl-cro-w06-2,Crown,"Alejandro Galán & Federico Chingotto",real_alejandro_galan|real_federico_chingotto,2,95.5,100%_reais,20,20,false
2028,tournament-2028-bcn-bro-w07-1,Bronze,"Martín Castro & Ignacio Rojas 963",athleteprofile-1767227741915-xaopzm|athleteprofile-1767227758915-2d2o09,0,89,100%_bots,16,16,false
2028,tournament-2028-cai-sil-w08-1,Silver,"Martín Castro & Ignacio Rojas 963",athleteprofile-1767227741915-xaopzm|athleteprofile-1767227758915-2d2o09,0,89,100%_bots,16,16,false
2028,tournament-2028-cph-gol-w08-2,Gold,"Arturo Coello & Agustín Tapia",real_arturo_coello|real_agustin_tapia,2,97.5,100%_reais,24,24,false
2028,tournament-2028-bue-eli-w08-3,Elite,"Arturo Coello & Agustín Tapia",real_arturo_coello|real_agustin_tapia,2,97.5,100%_reais,20,20,false
2028,tournament-2028-lis-bro-w09-1,Bronze,"Ignacio Sager & Tomás Vidal",real_ignacio_sager|athlete-003,1,85,mista,16,16,false
2028,tournament-2028-mil-mas-w10-1,Masters,"Arturo Coello & Agustín Tapia",real_arturo_coello|real_agustin_tapia,2,97.5,100%_reais,24,24,false
2028,tournament-2028-dub-bro-w11-1,Bronze,"Valentino Gabriel Libaak & Maximiliano Sánchez Blasco",real_valentino_gabriel_libaak|real_maximiliano_sanchez_blasco,2,84,100%_reais,16,16,false
2028,tournament-2028-pra-sil-w11-2,Silver,"Lucas Miranda & Ignacio Cabrera",athleteprofile-1767226987915-xife0f|athleteprofile-1767226991915-cdstq8,0,85,100%_bots,16,16,false
2028,tournament-2028-sha-bro-w13-1,Bronze,"Ignacio Sager & Tomás Vidal",real_ignacio_sager|athlete-003,1,85,mista,16,16,false
2028,tournament-2028-sin-eli-w13-2,Elite,"Arturo Coello & Agustín Tapia",real_arturo_coello|real_agustin_tapia,2,97.5,100%_reais,20,20,false
2028,tournament-2028-cor-sil-w14-1,Silver,"Bruno Ferrer 341 & Marco Pereira",athleteprofile-1767227136915-9rjkk7|athleteprofile-1767226959915-le534g,0,88.5,100%_bots,16,16,false
2028,tournament-2028-syd-gol-w14-2,Gold,"Javier Garrido & José Jiménez Casas",real_javier_garrido|real_jose_jimenez_casas,2,88,100%_reais,24,24,false
2028,tournament-2028-rom-mas-w14-4,Masters,"Arturo Coello & Agustín Tapia",real_arturo_coello|real_agustin_tapia,2,97.5,100%_reais,24,24,false
2028,tournament-2028-bcn-pla-w14-3,Platinum,"Arturo Coello & Agustín Tapia",real_arturo_coello|real_agustin_tapia,2,97.5,100%_reais,32,32,false
2028,tournament-2028-mon-bro-w15-1,Bronze,"Lucas Ortiz & Miguel Martínez",athleteprofile-1767226927915-cay818|athleteprofile-1767227723915-zr1nl6,0,93,100%_bots,16,16,false
2028,tournament-2028-san-bro-w17-1,Bronze,"Martín Castro & Ignacio Rojas 963",athleteprofile-1767227741915-xaopzm|athleteprofile-1767227758915-2d2o09,0,89,100%_bots,16,16,false
2028,tournament-2028-tor-sil-w17-2,Silver,"Lucas Ortiz & Miguel Martínez",athleteprofile-1767226927915-cay818|athleteprofile-1767227723915-zr1nl6,0,93,100%_bots,16,16,false
2028,tournament-2028-mil-eli-w17-3,Elite,"Arturo Coello & Agustín Tapia",real_arturo_coello|real_agustin_tapia,2,97.5,100%_reais,20,20,false
2028,tournament-2028-bkk-cro-w18-1,Crown,"Arturo Coello & Agustín Tapia",real_arturo_coello|real_agustin_tapia,2,97.5,100%_reais,20,20,false
2028,tournament-2028-sha-bro-w19-1,Bronze,"Franco López & David Gala",athleteprofile-1767226992915-php43i|real_david_gala,1,88,mista,16,16,false
2028,tournament-2028-bog-mas-w19-2,Masters,"Arturo Coello & Agustín Tapia",real_arturo_coello|real_agustin_tapia,2,97.5,100%_reais,24,24,false
2028,tournament-2028-cph-sil-w20-1,Silver,"Thiago Silva & Gonzalo Méndez",athleteprofile-1767227105915-lwmxmc|athleteprofile-1767226918915-bhbzf9,0,83,100%_bots,16,16,false
2028,tournament-2028-sao-gol-w20-2,Gold,"Alejandro Galán & Federico Chingotto",real_alejandro_galan|real_federico_chingotto,2,95.5,100%_reais,24,24,false
2028,tournament-2028-lim-bro-w21-1,Bronze,"Rubén Medina & Gonzalo Miranda",athleteprofile-1767227366915-mmf6p9|athleteprofile-1767227421915-9cgkmz,0,78,100%_bots,16,16,false
2028,tournament-2028-nai-pla-w22-1,Platinum,"Lucas Ortiz & Miguel Martínez",athleteprofile-1767226927915-cay818|athleteprofile-1767227723915-zr1nl6,0,93,100%_bots,32,32,false
2028,tournament-2028-ber-eli-w22-2,Elite,"Alejandro Galán & Federico Chingotto",real_alejandro_galan|real_federico_chingotto,2,95.5,100%_reais,20,20,false
2028,tournament-2028-mum-bro-w23-1,Bronze,"Ignacio Sager & Tomás Vidal",real_ignacio_sager|athlete-003,1,85.5,mista,16,16,false
2028,tournament-2028-mia-sil-w23-2,Silver,"Carlos García & Diego Alonso 956",athleteprofile-1767227114915-3n3mzs|athleteprofile-1767227751915-1eltgy,0,87,100%_bots,16,16,false
2028,tournament-2028-bog-bro-w24-1,Bronze,"Ignacio Sager & Tomás Vidal",real_ignacio_sager|athlete-003,1,85.5,mista,16,16,false
2028,tournament-2028-sha-mas-w24-2,Masters,"Alejandro Galán & Federico Chingotto",real_alejandro_galan|real_federico_chingotto,2,95.5,100%_reais,24,24,false
2028,tournament-2028-mex-gol-w25-1,Gold,"Alejandro Galán & Federico Chingotto",real_alejandro_galan|real_federico_chingotto,2,95.5,100%_reais,24,24,false
2028,tournament-2028-dub-bro-w26-1,Bronze,"Diego Ortiz & Enzo Santos",athleteprofile-1767227055915-x9s318|athleteprofile-1767227140915-xeeooa,0,84.5,100%_bots,16,16,false
2028,tournament-2028-tor-sil-w26-2,Silver,"Franco López & David Gala",athleteprofile-1767226992915-php43i|real_david_gala,1,88.5,mista,16,16,false
2028,tournament-2028-akl-eli-w27-1,Elite,"Arturo Coello & Agustín Tapia",real_arturo_coello|real_agustin_tapia,2,98,100%_reais,20,20,false
2028,tournament-2028-cor-bro-w28-1,Bronze,"Ignacio Sager & Tomás Vidal",real_ignacio_sager|athlete-003,1,85.5,mista,16,16,false
2028,tournament-2028-mil-sil-w29-1,Silver,"Santiago Martínez & Diego Miranda",athleteprofile-1767227012915-4gp8kc|athleteprofile-1767227142915-9losaf,0,85,100%_bots,16,16,false
2028,tournament-2028-cas-mas-w29-3,Masters,"Alejandro Galán & Federico Chingotto",real_alejandro_galan|real_federico_chingotto,2,95.5,100%_reais,24,24,false
2028,tournament-2028-bkk-pla-w29-2,Platinum,"Arturo Coello & Agustín Tapia",real_arturo_coello|real_agustin_tapia,2,98,100%_reais,32,32,false
2028,tournament-2028-bcn-cro-w29-4,Crown,"Arturo Coello & Agustín Tapia",real_arturo_coello|real_agustin_tapia,2,98,100%_reais,20,20,false
2028,tournament-2028-mon-bro-w30-1,Bronze,"Santiago Martínez & Diego Miranda",athleteprofile-1767227012915-4gp8kc|athleteprofile-1767227142915-9losaf,0,85,100%_bots,16,16,false
2028,tournament-2028-san-gol-w31-1,Gold,"Arturo Coello & Agustín Tapia",real_arturo_coello|real_agustin_tapia,2,98,100%_reais,24,24,false
2028,tournament-2028-mel-bro-w32-1,Bronze,"Santiago Martínez & Diego Miranda",athleteprofile-1767227012915-4gp8kc|athleteprofile-1767227142915-9losaf,0,85,100%_bots,16,16,false
2028,tournament-2028-cpt-sil-w32-2,Silver,"Thiago Silva & Gonzalo Méndez",athleteprofile-1767227105915-lwmxmc|athleteprofile-1767226918915-bhbzf9,0,83,100%_bots,16,16,false
2028,tournament-2028-nai-eli-w32-3,Elite,"Lucas Ortiz & Miguel Martínez",athleteprofile-1767226927915-cay818|athleteprofile-1767227723915-zr1nl6,0,93,100%_bots,20,20,false
2028,tournament-2028-mex-mas-w33-1,Masters,"Arturo Coello & Agustín Tapia",real_arturo_coello|real_agustin_tapia,2,98,100%_reais,24,24,false
2028,tournament-2028-ams-bro-w34-1,Bronze,"Hugo Alonso & Mateo Ruiz",athleteprofile-1767226962915-85pzfk|athlete-001,0,86.5,100%_bots,16,16,false
2028,tournament-2028-sin-sil-w35-1,Silver,"Santiago Martínez & Diego Miranda",athleteprofile-1767227012915-4gp8kc|athleteprofile-1767227142915-9losaf,0,85.5,100%_bots,16,16,false
2028,tournament-2028-lon-bro-w36-1,Bronze,"Santiago Martínez & Diego Miranda",athleteprofile-1767227012915-4gp8kc|athleteprofile-1767227142915-9losaf,0,85.5,100%_bots,16,16,false
2028,tournament-2028-tok-eli-w36-2,Elite,"Arturo Coello & Agustín Tapia",real_arturo_coello|real_agustin_tapia,2,98,100%_reais,20,20,false
2028,tournament-2028-nyc-gol-w37-1,Gold,"Arturo Coello & Agustín Tapia",real_arturo_coello|real_agustin_tapia,2,98,100%_reais,24,24,false
2028,tournament-2028-bcn-pla-w37-2,Platinum,"Arturo Coello & Agustín Tapia",real_arturo_coello|real_agustin_tapia,2,98,100%_reais,32,32,false
2028,tournament-2028-sao-bro-w38-1,Bronze,"Tomás Herrera & Diego Castro 352",athleteprofile-1767227174915-468nwk|athleteprofile-1767227147915-kqnthb,0,83.5,100%_bots,16,16,false
2028,tournament-2028-mia-sil-w38-2,Silver,"Adrián Navarro & Rubén Méndez",athleteprofile-1767227032915-x6q8e4|athleteprofile-1767226981915-xwn19k,0,85.5,100%_bots,16,16,false
2028,tournament-2028-dub-mas-w38-3,Masters,"Alejandro Galán & Federico Chingotto",real_alejandro_galan|real_federico_chingotto,2,95.5,100%_reais,24,24,false
2028,tournament-2028-ber-bro-w40-1,Bronze,"Thiago Rojas 945 & Rafael Vega",athleteprofile-1767227740915-hebhsa|athleteprofile-1767227071915-32pk42,0,88,100%_bots,16,16,false
2028,tournament-2028-cas-sil-w41-1,Silver,"Santiago Martínez & Diego Miranda",athleteprofile-1767227012915-4gp8kc|athleteprofile-1767227142915-9losaf,0,85.5,100%_bots,16,16,false
2028,tournament-2028-lax-eli-w41-2,Elite,"Arturo Coello & Agustín Tapia",real_arturo_coello|real_agustin_tapia,2,98,100%_reais,20,20,false
2028,tournament-2028-mad-cro-w41-3,Crown,"André Romero & Emiliano Silva",athleteprofile-1767226935915-kztevz|athleteprofile-1767226940915-udi6n5,0,93,100%_bots,20,20,false
2028,tournament-2028-akl-bro-w42-1,Bronze,"Valentino Gabriel Libaak & Maximiliano Sánchez Blasco",real_valentino_gabriel_libaak|real_maximiliano_sanchez_blasco,2,84,100%_reais,16,16,false
2028,tournament-2028-tok-gol-w43-1,Gold,"Javier Garrido & José Jiménez Casas",real_javier_garrido|real_jose_jimenez_casas,2,88,100%_reais,24,24,false
2028,tournament-2028-bcn-mas-w43-2,Masters,"Alejandro Galán & Federico Chingotto",real_alejandro_galan|real_federico_chingotto,2,95.5,100%_reais,24,24,false
2028,tournament-2028-syd-bro-w44-1,Bronze,"Thiago Medina & Tomás Molina 706",athleteprofile-1767227268915-cfkjk1|athleteprofile-1767227501915-0dunkl,0,79.5,100%_bots,16,16,false
2028,tournament-2028-par-sil-w44-2,Silver,"Marco Molina & Enzo Costa 619",athleteprofile-1767226937915-nckzz8|athleteprofile-1767227414915-hw603z,0,90,100%_bots,16,16,false
2028,tournament-2028-doh-pla-w45-1,Platinum,"André Romero & Emiliano Silva",athleteprofile-1767226935915-kztevz|athleteprofile-1767226940915-udi6n5,0,93,100%_bots,32,32,false
2028,tournament-2028-mia-bro-w46-1,Bronze,"Tomás Herrera & Diego Castro 352",athleteprofile-1767227174915-468nwk|athleteprofile-1767227147915-kqnthb,0,84,100%_bots,16,16,false
2028,tournament-2028-sto-eli-w46-2,Elite,"Miguel Yanguas & Juan Tello",real_miguel_yanguas|real_juan_tello,2,90.5,100%_reais,20,20,false
2028,tournament-2028-pra-sil-w47-1,Silver,"Marco Molina & Enzo Costa 619",athleteprofile-1767226937915-nckzz8|athleteprofile-1767227414915-hw603z,0,90,100%_bots,16,16,false
2028,tournament-2028-mex-leg-w52-1,Legacy Finals,"Arturo Coello & Agustín Tapia",real_arturo_coello|real_agustin_tapia,2,98,100%_reais,8,6,true
2029,tournament-2029-bkk-bro-w01-1,Bronze,"Bruno Ferrer 341 & Marco Pereira",athleteprofile-1767227136915-9rjkk7|athleteprofile-1767226959915-le534g,0,90.5,100%_bots,16,16,false
2029,tournament-2029-sto-mas-w01-2,Masters,"Alejandro Galán & Federico Chingotto",real_alejandro_galan|real_federico_chingotto,2,96,100%_reais,24,24,false
2029,tournament-2029-bog-sil-w02-1,Silver,"Hugo Alonso & Mateo Ruiz",athleteprofile-1767226962915-85pzfk|athlete-001,0,88.5,100%_bots,16,16,false
2029,tournament-2029-par-gol-w02-2,Gold,"Arturo Coello & Agustín Tapia",real_arturo_coello|real_agustin_tapia,2,98,100%_reais,24,24,false
2029,tournament-2029-mil-bro-w03-1,Bronze,"Marco Molina & Enzo Costa 619",athleteprofile-1767226937915-nckzz8|athleteprofile-1767227414915-hw603z,0,90,100%_bots,16,16,false
2029,tournament-2029-mum-eli-w03-2,Elite,"Arturo Coello & Agustín Tapia",real_arturo_coello|real_agustin_tapia,2,98,100%_reais,20,20,false
2029,tournament-2029-nyc-bro-w05-1,Bronze,"Marco Molina & Enzo Costa 619",athleteprofile-1767226937915-nckzz8|athleteprofile-1767227414915-hw603z,0,90,100%_bots,16,16,false
2029,tournament-2029-sha-sil-w05-2,Silver,"Javier Garrido & José Jiménez Casas",real_javier_garrido|real_jose_jimenez_casas,2,88,100%_reais,16,16,false
2029,tournament-2029-doh-mas-w05-3,Masters,"Alejandro Galán & Federico Chingotto",real_alejandro_galan|real_federico_chingotto,2,96,100%_reais,24,24,false
2029,tournament-2029-mex-pla-w06-1,Platinum,"Arturo Coello & Agustín Tapia",real_arturo_coello|real_agustin_tapia,2,98,100%_reais,32,32,false
2029,tournament-2029-bcn-cro-w06-2,Crown,"Arturo Coello & Agustín Tapia",real_arturo_coello|real_agustin_tapia,2,98,100%_reais,20,20,false
2029,tournament-2029-ams-bro-w07-1,Bronze,"Marco Molina & Enzo Costa 619",athleteprofile-1767226937915-nckzz8|athleteprofile-1767227414915-hw603z,0,90,100%_bots,16,16,false
2029,tournament-2029-san-sil-w08-1,Silver,"Marco Molina & Enzo Costa 619",athleteprofile-1767226937915-nckzz8|athleteprofile-1767227414915-hw603z,0,90,100%_bots,16,16,false
2029,tournament-2029-ber-gol-w08-2,Gold,"Arturo Coello & Agustín Tapia",real_arturo_coello|real_agustin_tapia,2,98,100%_reais,24,24,false
2029,tournament-2029-lim-eli-w08-3,Elite,"Arturo Coello & Agustín Tapia",real_arturo_coello|real_agustin_tapia,2,98,100%_reais,20,20,false
2029,tournament-2029-syd-bro-w09-1,Bronze,"Marco Molina & Enzo Costa 619",athleteprofile-1767226937915-nckzz8|athleteprofile-1767227414915-hw603z,0,90.5,100%_bots,16,16,false
2029,tournament-2029-mia-mas-w10-1,Masters,"Alejandro Galán & Federico Chingotto",real_alejandro_galan|real_federico_chingotto,2,96,100%_reais,24,24,false
2029,tournament-2029-mel-bro-w11-1,Bronze,"Rubén Romero & Rubén Iglesias",athleteprofile-1767226988915-dvil7g|athleteprofile-1767226928915-l2809c,0,89.5,100%_bots,16,16,false
2029,tournament-2029-tok-sil-w11-2,Silver,"Santiago Martínez & Diego Miranda",athleteprofile-1767227012915-4gp8kc|athleteprofile-1767227142915-9losaf,0,86,100%_bots,16,16,false
2029,tournament-2029-lim-bro-w13-1,Bronze,"Marco Molina & Enzo Costa 619",athleteprofile-1767226937915-nckzz8|athleteprofile-1767227414915-hw603z,0,90.5,100%_bots,16,16,false
2029,tournament-2029-ath-eli-w13-2,Elite,"André Romero & Emiliano Silva",athleteprofile-1767226935915-kztevz|athleteprofile-1767226940915-udi6n5,0,93.5,100%_bots,20,20,false
2029,tournament-2029-akl-sil-w14-1,Silver,"Santiago Martínez & Diego Miranda",athleteprofile-1767227012915-4gp8kc|athleteprofile-1767227142915-9losaf,0,86,100%_bots,16,16,false
2029,tournament-2029-lon-gol-w14-2,Gold,"Franco López & David Gala",athleteprofile-1767226992915-php43i|real_david_gala,1,89,mista,24,24,false
2029,tournament-2029-syd-mas-w14-4,Masters,"Arturo Coello & Agustín Tapia",real_arturo_coello|real_agustin_tapia,2,98,100%_reais,24,24,false
2029,tournament-2029-pra-pla-w14-3,Platinum,"Arturo Coello & Agustín Tapia",real_arturo_coello|real_agustin_tapia,2,98,100%_reais,32,32,false
2029,tournament-2029-osa-bro-w15-1,Bronze,"Santiago Martínez & Diego Miranda",athleteprofile-1767227012915-4gp8kc|athleteprofile-1767227142915-9losaf,0,86,100%_bots,16,16,false
2029,tournament-2029-sao-bro-w17-1,Bronze,"Javier Garrido & José Jiménez Casas",real_javier_garrido|real_jose_jimenez_casas,2,88,100%_reais,16,16,false
2029,tournament-2029-lis-sil-w17-2,Silver,"Santiago Martínez & Diego Miranda",athleteprofile-1767227012915-4gp8kc|athleteprofile-1767227142915-9losaf,0,86,100%_bots,16,16,false
2029,tournament-2029-seo-eli-w17-3,Elite,"Arturo Coello & Agustín Tapia",real_arturo_coello|real_agustin_tapia,2,98,100%_reais,20,20,false
2029,tournament-2029-vie-cro-w18-1,Crown,"Arturo Coello & Agustín Tapia",real_arturo_coello|real_agustin_tapia,2,98,100%_reais,20,20,false
2029,tournament-2029-sha-bro-w19-1,Bronze,"Mateo Cabrera 964 & Daniel Santigosa Sastre",athleteprofile-1767227759915-fabwu7|real_daniel_santigosa_sastre,1,89,mista,16,16,false
2029,tournament-2029-rio-mas-w19-2,Masters,"Arturo Coello & Agustín Tapia",real_arturo_coello|real_agustin_tapia,2,98,100%_reais,24,24,false
2029,tournament-2029-mil-sil-w20-1,Silver,"Hugo Alonso & Mateo Ruiz",athleteprofile-1767226962915-85pzfk|athlete-001,0,89.5,100%_bots,16,16,false
2029,tournament-2029-pra-gol-w20-2,Gold,"Alejandro Galán & Federico Chingotto",real_alejandro_galan|real_federico_chingotto,2,96,100%_reais,24,24,false
2029,tournament-2029-ams-bro-w21-1,Bronze,"Hugo Alonso & Mateo Ruiz",athleteprofile-1767226962915-85pzfk|athlete-001,0,89.5,100%_bots,16,16,false
2029,tournament-2029-mel-pla-w22-1,Platinum,"Jorge Nieto & Carlos Castro",real_jorge_nieto|athleteprofile-1767226983915-ciovwa,1,94,mista,32,32,false
2029,tournament-2029-sao-eli-w22-2,Elite,"Alejandro Galán & Federico Chingotto",real_alejandro_galan|real_federico_chingotto,2,96,100%_reais,20,20,false
2029,tournament-2029-cor-bro-w23-1,Bronze,"Javier Garrido & José Jiménez Casas",real_javier_garrido|real_jose_jimenez_casas,2,88,100%_reais,16,16,false
2029,tournament-2029-san-sil-w23-2,Silver,"Hugo Alonso & Mateo Ruiz",athleteprofile-1767226962915-85pzfk|athlete-001,0,90.5,100%_bots,16,16,false
2029,tournament-2029-sto-bro-w24-1,Bronze,"Felipe Vega & Samuel Acosta",athleteprofile-1767226958915-1mrae5|athleteprofile-1767227085915-0arzhg,0,83.5,100%_bots,16,16,false
2029,tournament-2029-mon-mas-w24-2,Masters,"Arturo Coello & Agustín Tapia",real_arturo_coello|real_agustin_tapia,2,98,100%_reais,24,24,false
2029,tournament-2029-mad-gol-w25-1,Gold,"Arturo Coello & Agustín Tapia",real_arturo_coello|real_agustin_tapia,2,98,100%_reais,24,24,false
2029,tournament-2029-cph-bro-w26-1,Bronze,"Javier Garrido & José Jiménez Casas",real_javier_garrido|real_jose_jimenez_casas,2,88,100%_reais,16,16,false
2029,tournament-2029-lax-sil-w26-2,Silver,"Eduardo Alonso & Martín Cabrera 339",real_eduardo_alonso|athleteprofile-1767227134915-2rc53l,1,92,mista,16,16,false
2029,tournament-2029-mel-eli-w27-1,Elite,"Alejandro Galán & Federico Chingotto",real_alejandro_galan|real_federico_chingotto,2,96,100%_reais,20,20,false
2029,tournament-2029-rom-bro-w28-1,Bronze,"Hugo Alonso & Mateo Ruiz",athleteprofile-1767226962915-85pzfk|athlete-001,0,90.5,100%_bots,16,16,false
2029,tournament-2029-bue-sil-w29-1,Silver,"Mateo Cabrera 964 & Daniel Santigosa Sastre",athleteprofile-1767227759915-fabwu7|real_daniel_santigosa_sastre,1,89,mista,16,16,false
2029,tournament-2029-lis-mas-w29-3,Masters,"Arturo Coello & Agustín Tapia",real_arturo_coello|real_agustin_tapia,2,98,100%_reais,24,24,false
2029,tournament-2029-ath-pla-w29-2,Platinum,"Alejandro Galán & Federico Chingotto",real_alejandro_galan|real_federico_chingotto,2,96,100%_reais,32,32,false
2029,tournament-2029-pra-cro-w29-4,Crown,"Arturo Coello & Agustín Tapia",real_arturo_coello|real_agustin_tapia,2,98,100%_reais,20,20,false
2029,tournament-2029-akl-bro-w30-1,Bronze,"Santiago Martínez & Diego Miranda",athleteprofile-1767227012915-4gp8kc|athleteprofile-1767227142915-9losaf,0,87.5,100%_bots,16,16,false
2029,tournament-2029-mon-gol-w31-1,Gold,"Alejandro Galán & Federico Chingotto",real_alejandro_galan|real_federico_chingotto,2,96,100%_reais,24,24,false
2029,tournament-2029-mil-bro-w32-1,Bronze,"Santiago Martínez & Diego Miranda",athleteprofile-1767227012915-4gp8kc|athleteprofile-1767227142915-9losaf,0,87.5,100%_bots,16,16,false
2029,tournament-2029-ams-sil-w32-2,Silver,"Javier Garrido & José Jiménez Casas",real_javier_garrido|real_jose_jimenez_casas,2,88,100%_reais,16,16,false
2029,tournament-2029-san-eli-w32-3,Elite,"Alejandro Galán & Federico Chingotto",real_alejandro_galan|real_federico_chingotto,2,96,100%_reais,20,20,false
2029,tournament-2029-ist-mas-w33-1,Masters,"Alejandro Galán & Federico Chingotto",real_alejandro_galan|real_federico_chingotto,2,96,100%_reais,24,24,false
2029,tournament-2029-cor-bro-w34-1,Bronze,"Rubén Romero & Rubén Iglesias",athleteprofile-1767226988915-dvil7g|athleteprofile-1767226928915-l2809c,0,89.5,100%_bots,16,16,false
2029,tournament-2029-riy-sil-w35-1,Silver,"Mateo Cabrera 964 & Daniel Santigosa Sastre",athleteprofile-1767227759915-fabwu7|real_daniel_santigosa_sastre,1,89,mista,16,16,false
2029,tournament-2029-tor-bro-w36-1,Bronze,"Rubén Romero & Rubén Iglesias",athleteprofile-1767226988915-dvil7g|athleteprofile-1767226928915-l2809c,0,89.5,100%_bots,16,16,false
2029,tournament-2029-cai-eli-w36-2,Elite,"Alejandro Galán & Federico Chingotto",real_alejandro_galan|real_federico_chingotto,2,96,100%_reais,20,20,false
2029,tournament-2029-vie-gol-w37-1,Gold,"Alejandro Galán & Federico Chingotto",real_alejandro_galan|real_federico_chingotto,2,96,100%_reais,24,24,false
2029,tournament-2029-sha-pla-w37-2,Platinum,"Alejandro Galán & Federico Chingotto",real_alejandro_galan|real_federico_chingotto,2,96,100%_reais,32,32,false
2029,tournament-2029-mon-bro-w38-1,Bronze,"Rubén Romero & Rubén Iglesias",athleteprofile-1767226988915-dvil7g|athleteprofile-1767226928915-l2809c,0,89.5,100%_bots,16,16,false
2029,tournament-2029-pra-sil-w38-2,Silver,"Mateo Cabrera 964 & Daniel Santigosa Sastre",athleteprofile-1767227759915-fabwu7|real_daniel_santigosa_sastre,1,89,mista,16,16,false
2029,tournament-2029-ath-mas-w38-3,Masters,"Jorge Nieto & Carlos Castro",real_jorge_nieto|athleteprofile-1767226983915-ciovwa,1,94,mista,24,24,false
2029,tournament-2029-ist-bro-w40-1,Bronze,"Rubén Romero & Rubén Iglesias",athleteprofile-1767226988915-dvil7g|athleteprofile-1767226928915-l2809c,0,89.5,100%_bots,16,16,false
2029,tournament-2029-sin-sil-w41-1,Silver,"Rubén Romero & Rubén Iglesias",athleteprofile-1767226988915-dvil7g|athleteprofile-1767226928915-l2809c,0,89.5,100%_bots,16,16,false
2029,tournament-2029-lon-eli-w41-2,Elite,"Arturo Coello & Agustín Tapia",real_arturo_coello|real_agustin_tapia,2,98,100%_reais,20,20,false
2029,tournament-2029-bcn-cro-w41-3,Crown,"Arturo Coello & Agustín Tapia",real_arturo_coello|real_agustin_tapia,2,98,100%_reais,20,20,false
2029,tournament-2029-vie-bro-w42-1,Bronze,"Rubén Romero & Rubén Iglesias",athleteprofile-1767226988915-dvil7g|athleteprofile-1767226928915-l2809c,0,89.5,100%_bots,16,16,false
2029,tournament-2029-dub-gol-w43-1,Gold,"Eduardo Alonso & Martín Cabrera 339",real_eduardo_alonso|athleteprofile-1767227134915-2rc53l,1,92,mista,24,24,false
