year,tournament_id,tier,champion_name,champion_ids,champion_real_count,champion_ovr_avg,classification,main_draw_size,simulated_entrants,incomplete
2026,tournament-2026-lax-sil-w06-1,Silver,"Diego Ortiz & Javier Ramos",athleteprofile-1767225994439-zlzatm|athleteprofile-1767225986439-6zhxkx,0,89.5,100%_bots,16,3,true
2030,tournament-2030-lis-pla-w28-1,Platinum,"Agustín Tapia & Arturo Coello",athleteprofile-1767225672439-plnw39|athleteprofile-1767225665439-5zbure,2,98,100%_reais,32,2,true
2030,tournament-2030-cai-cro-w28-2,Crown,"Agustín Tapia & Arturo Coello",athleteprofile-1767225672439-plnw39|athleteprofile-1767225665439-5zbure,2,98,100%_reais,64,2,true
2030,tournament-2030-bog-gol-w30-1,Gold,"Álvaro Costa & Diego Vega",athleteprofile-1767225977439-9oyuam|athleteprofile-1767225980439-a2snju,0,97.5,100%_bots,32,32,false
2030,tournament-2030-cas-mas-w32-1,Masters,"Agustín Tapia & Arturo Coello",athleteprofile-1767225672439-plnw39|athleteprofile-1767225665439-5zbure,2,98,100%_reais,64,2,true
2030,tournament-2030-lon-sil-w34-1,Silver,"Diego Martínez & Rafael López",athleteprofile-1767225987439-3knk0h|athleteprofile-1767225991439-v5bzht,0,98.5,100%_bots,16,32,false
2030,tournament-2030-ist-eli-w34-2,Elite,"Agustín Tapia & Arturo Coello",athleteprofile-1767225672439-plnw39|athleteprofile-1767225665439-5zbure,2,98,100%_reais,64,2,true
2030,tournament-2030-sto-pla-w36-1,Platinum,"Rafael López & Diego Martínez",athleteprofile-1767225991439-v5bzht|athleteprofile-1767225987439-3knk0h,0,98.5,100%_bots,32,2,true
2030,tournament-2030-mil-gol-w38-1,Gold,"Agustín Tapia & Arturo Coello",athleteprofile-1767225672439-plnw39|athleteprofile-1767225665439-5zbure,2,98,100%_reais,32,32,false
2030,tournament-2030-bog-mas-w38-2,Masters,"Agustín Tapia & Arturo Coello",athleteprofile-1767225672439-plnw39|athleteprofile-1767225665439-5zbure,2,98,100%_reais,64,2,true
2030,tournament-2030-rio-cro-w40-1,Crown,"Álvaro Costa & Diego Vega",athleteprofile-1767225977439-9oyuam|athleteprofile-1767225980439-a2snju,0,97.5,100%_bots,64,2,true
2030,tournament-2030-nyc-sil-w42-1,Silver,"Agustín Tapia & Arturo Coello",athleteprofile-1767225672439-plnw39|athleteprofile-1767225665439-5zbure,2,98,100%_reais,16,32,false
2030,tournament-2030-tor-eli-w44-1,Elite,"Agustín Tapia & Arturo Coello",athleteprofile-1767225672439-plnw39|athleteprofile-1767225665439-5zbure,2,98,100%_reais,64,2,true
2030,tournament-2030-sin-gol-w46-1,Gold,"Álvaro Costa & Diego Vega",athleteprofile-1767225977439-9oyuam|athleteprofile-1767225980439-a2snju,0,97.5,100%_bots,32,32,false
2030,tournament-2030-cor-pla-w46-2,Platinum,"Alejandro Galán & Federico Chingotto",athleteprofile-1767225682439-zm5u19|athleteprofile-1767225689439-tjm2v6,2,96,100%_reais,32,2,true
2030,tournament-2030-cun-mas-w48-1,Masters,"Álvaro Costa & Diego Vega",athleteprofile-1767225977439-9oyuam|athleteprofile-1767225980439-a2snju,0,97.5,100%_bots,64,2,true
2030,tournament-2030-cpt-sil-w50-1,Silver,"Rafael López & Diego Martínez",athleteprofile-1767225991439-v5bzht|athleteprofile-1767225987439-3knk0h,0,99,100%_bots,16,32,false
2030,tournament-2030-mil-pla-w52-1,Platinum,"Rafael López & Diego Martínez",athleteprofile-1767225991439-v5bzht|athleteprofile-1767225987439-3knk0h,0,99,100%_bots,32,2,true
